index,time_s,channel,value
70,0.00350000,CH4,-1.0996981525
71,0.00355000,CH4,-1.1090798726
72,0.00360000,CH4,-1.0635531157
73,0.00365000,CH4,-1.0972299744
74,0.00370000,CH4,-1.0474097579
75,0.00375000,CH4,-1.0359772562
76,0.00380000,CH4,-1.0897845156
77,0.00385000,CH4,-1.2113934067
78,0.00390000,CH4,-1.0960988162
79,0.00395000,CH4,-1.0580373067
80,0.00400000,CH4,-1.1018031398
81,0.00405000,CH4,1.1982744113
82,0.00410000,CH4,1.2603567483
83,0.00415000,CH4,1.2865712015
84,0.00420000,CH4,1.3182298679
85,0.00425000,CH4,1.1885605092
86,0.00430000,CH4,1.1910271768
87,0.00435000,CH4,1.3315893706
88,0.00440000,CH4,1.2655660565
89,0.00445000,CH4,1.3351497707
90,0.00450000,CH4,1.3372153156
91,0.00455000,CH4,1.2023544685
92,0.00460000,CH4,1.2726147097
93,0.00465000,CH4,1.3055722192
94,0.00470000,CH4,1.3379091652
95,0.00475000,CH4,1.3416671057
96,0.00480000,CH4,1.2846056618
97,0.00485000,CH4,1.3278137909
98,0.00490000,CH4,1.4378403501
99,0.00495000,CH4,1.2317998078
100,0.00500000,CH4,1.2980914544
101,0.00505000,CH4,-1.0791941843
102,0.00510000,CH4,-1.0966261909
103,0.00515000,CH4,-1.0007623210
104,0.00520000,CH4,-1.0122906289
105,0.00525000,CH4,-1.0458208240
106,0.00530000,CH4,-1.0973350411
107,0.00535000,CH4,-1.1293208017
108,0.00540000,CH4,-1.1502745763
109,0.00545000,CH4,-1.1029189348
110,0.00550000,CH4,-1.1349557552
111,0.00555000,CH4,-1.1580130670
112,0.00560000,CH4,-1.1114987862
113,0.00565000,CH4,-1.1012581489
114,0.00570000,CH4,-0.9844725013
115,0.00575000,CH4,-1.0922117822
116,0.00580000,CH4,-1.1438308114
117,0.00585000,CH4,-1.0602395969
118,0.00590000,CH4,-1.1719003690
119,0.00595000,CH4,-1.0321328974
120,0.00600000,CH4,-1.0801950693
121,0.00605000,CH4,1.2938664560
122,0.00610000,CH4,1.3802578669
123,0.00615000,CH4,1.3729011759
124,0.00620000,CH4,1.2687233144
125,0.00625000,CH4,1.3113830671
126,0.00630000,CH4,1.4383167034
127,0.00635000,CH4,1.2926616410
128,0.00640000,CH4,1.3249941956
129,0.00645000,CH4,1.2809764466
130,0.00650000,CH4,1.3490623961
131,0.00655000,CH4,1.2573656858
132,0.00660000,CH4,1.3505237069
133,0.00665000,CH4,1.3846234626
134,0.00670000,CH4,1.2302679361
135,0.00675000,CH4,1.3379308819
136,0.00680000,CH4,1.3426966425
137,0.00685000,CH4,1.2176399073
138,0.00690000,CH4,1.1813913820
139,0.00695000,CH4,1.3337115733
140,0.00700000,CH4,1.3013714142
141,0.00705000,CH4,-1.1411909757
142,0.00710000,CH4,-1.0708121063
143,0.00715000,CH4,-1.1093115970
144,0.00720000,CH4,-1.0653882650
145,0.00725000,CH4,-1.1239627303
146,0.00730000,CH4,-1.1046544923
147,0.00735000,CH4,-1.1104631369
148,0.00740000,CH4,-1.0610855050
149,0.00745000,CH4,-1.1739644607
150,0.00750000,CH4,-1.0898107086
151,0.00755000,CH4,-1.0661416957
152,0.00760000,CH4,-1.1685746895
153,0.00765000,CH4,-1.1204015734
154,0.00770000,CH4,-1.1766316164
155,0.00775000,CH4,-1.1115386668
156,0.00780000,CH4,-1.0207905582
157,0.00785000,CH4,-1.1350503853
158,0.00790000,CH4,-1.1234986652
159,0.00795000,CH4,-1.0605281449
160,0.00800000,CH4,-1.0953116588
161,0.00805000,CH4,1.3476171458
162,0.00810000,CH4,1.1788867126
163,0.00815000,CH4,1.2325483794
164,0.00820000,CH4,1.1984447976
165,0.00825000,CH4,1.2811793456
166,0.00830000,CH4,1.3035074537
167,0.00835000,CH4,1.2083865380
168,0.00840000,CH4,1.3446888889
169,0.00845000,CH4,1.2818773468
170,0.00850000,CH4,1.2682765574
171,0.00855000,CH4,1.3680894105
172,0.00860000,CH4,1.3897487063
173,0.00865000,CH4,1.3187788214
174,0.00870000,CH4,1.3474027750
175,0.00875000,CH4,1.2607150573
176,0.00880000,CH4,1.2675576891
177,0.00885000,CH4,1.3111717193
178,0.00890000,CH4,1.2802314576
179,0.00895000,CH4,1.3312724894
180,0.00900000,CH4,1.3050552868
181,0.00905000,CH4,-1.1686958574
182,0.00910000,CH4,-1.0384210253
183,0.00915000,CH4,-1.0883721417
184,0.00920000,CH4,-1.0731142794
185,0.00925000,CH4,-1.1248554298
186,0.00930000,CH4,-1.0418311858
187,0.00935000,CH4,-1.1470646686
188,0.00940000,CH4,-1.0816524121
189,0.00945000,CH4,-1.0790065619
190,0.00950000,CH4,-1.0526648908
191,0.00955000,CH4,-1.1607062601
192,0.00960000,CH4,-1.1130145166
193,0.00965000,CH4,-1.0374006271
194,0.00970000,CH4,-1.1204244891
195,0.00975000,CH4,-1.1001816755
196,0.00980000,CH4,-1.0967352158
197,0.00985000,CH4,-1.1574042947
198,0.00990000,CH4,-1.1246801165
199,0.00995000,CH4,-1.0655922223
200,0.01000000,CH4,-1.0054965117
201,0.01005000,CH4,1.3576527699
202,0.01010000,CH4,1.2519502658
203,0.01015000,CH4,1.2967263391
204,0.01020000,CH4,1.2613035598
205,0.01025000,CH4,1.2911268312
206,0.01030000,CH4,1.3210898086
207,0.01035000,CH4,1.2482885654
208,0.01040000,CH4,1.3141056123
209,0.01045000,CH4,1.2755201555
210,0.01050000,CH4,1.3522874521
211,0.01055000,CH4,1.2938610297
212,0.01060000,CH4,1.2918441408
213,0.01065000,CH4,1.2638647216
214,0.01070000,CH4,1.2193103679
215,0.01075000,CH4,1.2285496361
216,0.01080000,CH4,1.3545631465
217,0.01085000,CH4,1.2939657144
218,0.01090000,CH4,1.2433960081
219,0.01095000,CH4,1.2158255805
220,0.01100000,CH4,1.2487398500
221,0.01105000,CH4,-1.1653671210
222,0.01110000,CH4,-1.0786798345
223,0.01115000,CH4,-1.0879266865
224,0.01120000,CH4,-1.0261766626
225,0.01125000,CH4,-1.0862418735
226,0.01130000,CH4,-1.0007782347
227,0.01135000,CH4,-1.1378568417
228,0.01140000,CH4,-1.1719080987
229,0.01145000,CH4,-1.0527896373
230,0.01150000,CH4,-1.0604635044
231,0.01155000,CH4,-1.1779839408
232,0.01160000,CH4,-1.1236850714
233,0.01165000,CH4,-1.0741875392
234,0.01170000,CH4,-1.1294409668
235,0.01175000,CH4,-1.1155929667
236,0.01180000,CH4,-1.1494554892
237,0.01185000,CH4,-1.1755868604
238,0.01190000,CH4,-1.0727270406
239,0.01195000,CH4,-1.1390543713
240,0.01200000,CH4,-1.0534326345
241,0.01205000,CH4,1.3260367003
242,0.01210000,CH4,1.2462342487
243,0.01215000,CH4,1.3219715056
244,0.01220000,CH4,1.2476524622
245,0.01225000,CH4,1.2253308127
246,0.01230000,CH4,1.2884841570
247,0.01235000,CH4,1.1906912140
248,0.01240000,CH4,1.3015864049
249,0.01245000,CH4,1.3059336149
250,0.01250000,CH4,1.2650160707
251,0.01255000,CH4,1.2750752849
252,0.01260000,CH4,1.3002743301
253,0.01265000,CH4,1.2471492197
254,0.01270000,CH4,1.2765695589
255,0.01275000,CH4,1.3706851111
256,0.01280000,CH4,1.3065804481
257,0.01285000,CH4,1.3443578636
258,0.01290000,CH4,1.2991624948
259,0.01295000,CH4,1.2765780281
260,0.01300000,CH4,1.3897710438
261,0.01305000,CH4,-1.1072156201
262,0.01310000,CH4,-1.1352414451
263,0.01315000,CH4,-1.1013352517
264,0.01320000,CH4,-1.2072018171
265,0.01325000,CH4,-1.0956671555
266,0.01330000,CH4,-1.0436239929
267,0.01335000,CH4,-1.0539725637
268,0.01340000,CH4,-1.2581227109
269,0.01345000,CH4,-1.0648623293
270,0.01350000,CH4,-1.0675058633
271,0.01355000,CH4,-1.0284575693
272,0.01360000,CH4,-1.1452423717
273,0.01365000,CH4,-1.0110810918
274,0.01370000,CH4,-1.1537892597
275,0.01375000,CH4,-1.1549248871
276,0.01380000,CH4,-1.1085615612
277,0.01385000,CH4,-1.1614241826
278,0.01390000,CH4,-1.0868526655
279,0.01395000,CH4,-1.1298091872
280,0.01400000,CH4,-1.0247523518
281,0.01405000,CH4,1.2977163169
282,0.01410000,CH4,1.4190867938
283,0.01415000,CH4,1.3023324752
284,0.01420000,CH4,1.2538294020
285,0.01425000,CH4,1.3085975316
286,0.01430000,CH4,1.3450556258
287,0.01435000,CH4,1.3215605326
288,0.01440000,CH4,1.2872042274
289,0.01445000,CH4,1.2784592274
290,0.01450000,CH4,1.2596788041
291,0.01455000,CH4,1.3159048203
292,0.01460000,CH4,1.3447991097
293,0.01465000,CH4,1.2209135705
294,0.01470000,CH4,1.2602172241
295,0.01475000,CH4,1.3346677319
296,0.01480000,CH4,1.3290863929
297,0.01485000,CH4,1.4003847443
298,0.01490000,CH4,1.3813879229
299,0.01495000,CH4,1.3094144810
300,0.01500000,CH4,1.2475891555
301,0.01505000,CH4,-1.1450895276
302,0.01510000,CH4,-1.0679283701
303,0.01515000,CH4,-1.1598697694
304,0.01520000,CH4,-1.0541427939
305,0.01525000,CH4,-1.0972140249
306,0.01530000,CH4,-1.1371846551
307,0.01535000,CH4,-1.1271950499
308,0.01540000,CH4,-1.0933810050
309,0.01545000,CH4,-1.0518065456
310,0.01550000,CH4,-1.0658824935
311,0.01555000,CH4,-0.9855794303
312,0.01560000,CH4,-1.1799785127
313,0.01565000,CH4,-1.0877491417
314,0.01570000,CH4,-1.1603386918
315,0.01575000,CH4,-1.1163394753
316,0.01580000,CH4,-1.1243535203
317,0.01585000,CH4,-1.1231873365
318,0.01590000,CH4,-1.1405446711
319,0.01595000,CH4,-1.1431404182
320,0.01600000,CH4,-1.0241348157
321,0.01605000,CH4,1.2771069579
322,0.01610000,CH4,1.2755833378
323,0.01615000,CH4,1.3366537074
324,0.01620000,CH4,1.2419441057
325,0.01625000,CH4,1.2730157782
326,0.01630000,CH4,1.3482108252
327,0.01635000,CH4,1.3216808072
328,0.01640000,CH4,1.2150035683
329,0.01645000,CH4,1.3682525812
330,0.01650000,CH4,1.2702898319
331,0.01655000,CH4,1.2756351892
332,0.01660000,CH4,1.4081919320
333,0.01665000,CH4,1.3381845275
334,0.01670000,CH4,1.1908006181
335,0.01675000,CH4,1.3370819811
336,0.01680000,CH4,1.3061240953
337,0.01685000,CH4,1.3015641512
338,0.01690000,CH4,1.3353406511
339,0.01695000,CH4,1.3848009469
340,0.01700000,CH4,-1.0970757987
341,0.01705000,CH4,-1.1576906795
342,0.01710000,CH4,-1.0059775977
343,0.01715000,CH4,-1.1187254498
344,0.01720000,CH4,-1.0851696619
345,0.01725000,CH4,-1.0318055670
346,0.01730000,CH4,-1.0467564572
347,0.01735000,CH4,-1.0415075340
348,0.01740000,CH4,-1.0857717473
349,0.01745000,CH4,-1.0682401735
350,0.01750000,CH4,-1.1086999099
351,0.01755000,CH4,-1.0912088688
352,0.01760000,CH4,-1.0463423722
353,0.01765000,CH4,-1.1094509727
354,0.01770000,CH4,-1.1056142679
355,0.01775000,CH4,-1.0419887095
356,0.01780000,CH4,-1.1481561530
357,0.01785000,CH4,-1.0527326516
358,0.01790000,CH4,-1.1222323384
359,0.01795000,CH4,-1.1751317921
360,0.01800000,CH4,-1.1757423249
361,0.01805000,CH4,1.3552736011
362,0.01810000,CH4,1.3269563974
363,0.01815000,CH4,1.3648609218
364,0.01820000,CH4,1.1993138625
365,0.01825000,CH4,1.2739905046
366,0.01830000,CH4,1.3379482265
367,0.01835000,CH4,1.3288561997
368,0.01840000,CH4,1.3790002718
369,0.01845000,CH4,1.2856561221
370,0.01850000,CH4,1.3703117949
371,0.01855000,CH4,1.2992456013
372,0.01860000,CH4,1.3059632248
373,0.01865000,CH4,1.3420670067
374,0.01870000,CH4,1.2632067195
375,0.01875000,CH4,1.3526310181
376,0.01880000,CH4,1.2779942726
377,0.01885000,CH4,1.3294878448
378,0.01890000,CH4,1.2680088041
379,0.01895000,CH4,1.3431046325
380,0.01900000,CH4,1.3234237531
381,0.01905000,CH4,-1.0633528159
382,0.01910000,CH4,-1.1505353618
383,0.01915000,CH4,-1.1192512240
384,0.01920000,CH4,-1.1655196809
385,0.01925000,CH4,-1.1346990167
386,0.01930000,CH4,-1.1652622904
387,0.01935000,CH4,-1.1316386794
388,0.01940000,CH4,-1.0209816486
389,0.01945000,CH4,-1.0804705017
390,0.01950000,CH4,-1.0852564296
391,0.01955000,CH4,-1.1210886607
392,0.01960000,CH4,-1.0834832957
393,0.01965000,CH4,-1.2359831755
394,0.01970000,CH4,-1.0763720449
395,0.01975000,CH4,-1.0187163482
396,0.01980000,CH4,-1.1108449531
397,0.01985000,CH4,-1.0543460333
398,0.01990000,CH4,-1.1458229395
399,0.01995000,CH4,-1.0404903782
400,0.02000000,CH4,-1.0681175912
401,0.02005000,CH4,1.2689481521
402,0.02010000,CH4,1.2904812195
403,0.02015000,CH4,1.3300958509
404,0.02020000,CH4,1.3865386690
405,0.02025000,CH4,1.3005499813
406,0.02030000,CH4,1.2843136606
407,0.02035000,CH4,1.3104144888
408,0.02040000,CH4,1.3122864725
409,0.02045000,CH4,1.2111400512
410,0.02050000,CH4,1.3686597555
411,0.02055000,CH4,1.2457754225
412,0.02060000,CH4,1.2613787293
413,0.02065000,CH4,1.3202680186
414,0.02070000,CH4,1.2685339128
415,0.02075000,CH4,1.2470239344
416,0.02080000,CH4,1.3807546977
417,0.02085000,CH4,1.3148132394
418,0.02090000,CH4,1.2317819941
419,0.02095000,CH4,1.3118153019
420,0.02100000,CH4,-1.1185070886
421,0.02105000,CH4,-1.2143164524
422,0.02110000,CH4,-1.0690264596
423,0.02115000,CH4,-1.0422443367
424,0.02120000,CH4,-1.1706904590
425,0.02125000,CH4,-1.0890023361
426,0.02130000,CH4,-1.0957735673
427,0.02135000,CH4,-1.0653883140
428,0.02140000,CH4,-1.0625774421
429,0.02145000,CH4,-1.1092648612
430,0.02150000,CH4,-1.0723733012
431,0.02155000,CH4,-1.1022673358
432,0.02160000,CH4,-1.0197182697
433,0.02165000,CH4,-1.0418223118
434,0.02170000,CH4,-1.1377409178
435,0.02175000,CH4,-1.1395336553
436,0.02180000,CH4,-1.0840260517
437,0.02185000,CH4,-1.0439961039
438,0.02190000,CH4,-1.1092908937
439,0.02195000,CH4,-1.0314199805
440,0.02200000,CH4,-1.0593167361
441,0.02205000,CH4,1.3142459798
442,0.02210000,CH4,1.4045112879
443,0.02215000,CH4,1.3024853409
444,0.02220000,CH4,1.2448315586
445,0.02225000,CH4,1.3382494244
446,0.02230000,CH4,1.3143161272
447,0.02235000,CH4,1.3719150491
448,0.02240000,CH4,1.2653186537
449,0.02245000,CH4,1.3076288755
450,0.02250000,CH4,1.2144615383
451,0.02255000,CH4,1.2943969302
452,0.02260000,CH4,1.3154215387
453,0.02265000,CH4,1.2280536702
454,0.02270000,CH4,1.2954881096
455,0.02275000,CH4,1.2311152320
456,0.02280000,CH4,1.3020621893
457,0.02285000,CH4,1.3435881914
458,0.02290000,CH4,1.3042851660
459,0.02295000,CH4,1.2225195118
460,0.02300000,CH4,1.2428308213
461,0.02305000,CH4,-1.0226090956
462,0.02310000,CH4,-1.0997395686
463,0.02315000,CH4,-1.0450273668
464,0.02320000,CH4,-1.0908705650
465,0.02325000,CH4,-1.0636212648
466,0.02330000,CH4,-1.0679294015
467,0.02335000,CH4,-1.1580553940
468,0.02340000,CH4,-1.1083134272
469,0.02345000,CH4,-1.0776217304
470,0.02350000,CH4,-1.0396993777
471,0.02355000,CH4,-1.0333777446
472,0.02360000,CH4,-1.1573674033
473,0.02365000,CH4,-1.1237548019
474,0.02370000,CH4,-1.0439661123
475,0.02375000,CH4,-1.0978643417
476,0.02380000,CH4,-1.0420521161
477,0.02385000,CH4,-1.1257284191
478,0.02390000,CH4,-1.1978797815
479,0.02395000,CH4,-1.1390099265
480,0.02400000,CH4,-1.1237968354
481,0.02405000,CH4,1.3584958050
482,0.02410000,CH4,1.3041978182
483,0.02415000,CH4,1.2755027523
484,0.02420000,CH4,1.3509085315
485,0.02425000,CH4,1.3071409302
486,0.02430000,CH4,1.3486433620
487,0.02435000,CH4,1.1962692834
488,0.02440000,CH4,1.2895097492
489,0.02445000,CH4,1.2435236982
490,0.02450000,CH4,1.3474994063
491,0.02455000,CH4,1.2942582382
492,0.02460000,CH4,1.2941404394
493,0.02465000,CH4,1.2762714072
494,0.02470000,CH4,1.3501163720
495,0.02475000,CH4,1.2404197795
496,0.02480000,CH4,1.3402338392
497,0.02485000,CH4,1.2399911392
498,0.02490000,CH4,1.3099374518
499,0.02495000,CH4,1.3537822016
500,0.02500000,CH4,-1.0959777457
501,0.02505000,CH4,-1.1506326627
502,0.02510000,CH4,-1.1053648123
503,0.02515000,CH4,-1.0272816230
504,0.02520000,CH4,-1.1510772693
505,0.02525000,CH4,-1.1330882569
506,0.02530000,CH4,-1.1602574726
507,0.02535000,CH4,-1.1253857355
508,0.02540000,CH4,-1.0453951229
509,0.02545000,CH4,-1.0971480568
510,0.02550000,CH4,-1.1016091885
511,0.02555000,CH4,-1.1464753745
512,0.02560000,CH4,-1.0477370504
513,0.02565000,CH4,-1.1384075929
514,0.02570000,CH4,-1.0604586556
515,0.02575000,CH4,-1.0986147556
516,0.02580000,CH4,-1.1638775168
517,0.02585000,CH4,-1.0875074205
518,0.02590000,CH4,-1.1847394355
519,0.02595000,CH4,-1.1625266915
520,0.02600000,CH4,-1.1044613204
521,0.02605000,CH4,1.3105587718
522,0.02610000,CH4,1.2803372071
523,0.02615000,CH4,1.3866277505
524,0.02620000,CH4,1.2962744829
525,0.02625000,CH4,1.2865650131
526,0.02630000,CH4,1.4748175261
527,0.02635000,CH4,1.2957187052
528,0.02640000,CH4,1.2956247369
529,0.02645000,CH4,1.2092266458
530,0.02650000,CH4,1.3235920502
531,0.02655000,CH4,1.3064342344
532,0.02660000,CH4,1.3113735510
533,0.02665000,CH4,1.2481056724
534,0.02670000,CH4,1.3450382903
535,0.02675000,CH4,1.3029514730
536,0.02680000,CH4,1.3139750525
537,0.02685000,CH4,1.2893420552
538,0.02690000,CH4,1.2928257835
539,0.02695000,CH4,1.2794284831
540,0.02700000,CH4,1.3022227382
541,0.02705000,CH4,-1.1228773723
542,0.02710000,CH4,-1.1254237722
543,0.02715000,CH4,-1.0857382480
544,0.02720000,CH4,-0.9784054934
545,0.02725000,CH4,-1.1857014935
546,0.02730000,CH4,-1.1367107777
547,0.02735000,CH4,-1.1531344769
548,0.02740000,CH4,-1.0170781555
549,0.02745000,CH4,-1.1073677858
550,0.02750000,CH4,-1.1983710668
551,0.02755000,CH4,-1.0378293632
552,0.02760000,CH4,-1.1977604023
553,0.02765000,CH4,-1.1311515990
554,0.02770000,CH4,-1.0783464924
555,0.02775000,CH4,-1.0110778520
556,0.02780000,CH4,-1.0984656473
557,0.02785000,CH4,-1.0050076285
558,0.02790000,CH4,-1.1515323353
559,0.02795000,CH4,-1.1109992355
560,0.02800000,CH4,-1.1336130738
561,0.02805000,CH4,1.3427240600
562,0.02810000,CH4,1.2936186191
563,0.02815000,CH4,1.3290293026
564,0.02820000,CH4,1.3682510458
565,0.02825000,CH4,1.1808724631
566,0.02830000,CH4,1.2944185218
567,0.02835000,CH4,1.3702786816
568,0.02840000,CH4,1.3533092619
569,0.02845000,CH4,1.4092965162
570,0.02850000,CH4,1.4266500761
571,0.02855000,CH4,1.3551784271
572,0.02860000,CH4,1.2200412291
573,0.02865000,CH4,1.3751996347
574,0.02870000,CH4,1.2664985957
575,0.02875000,CH4,1.1622368380
576,0.02880000,CH4,1.3264131240
577,0.02885000,CH4,1.2748621724
578,0.02890000,CH4,1.3649684338
579,0.02895000,CH4,1.3509185752
580,0.02900000,CH4,-1.1040316478
581,0.02905000,CH4,-1.0479471116
582,0.02910000,CH4,-0.9928379563
583,0.02915000,CH4,-1.0671513884
584,0.02920000,CH4,-1.1605569285
585,0.02925000,CH4,-1.0358293766
586,0.02930000,CH4,-1.1804420745
587,0.02935000,CH4,-1.1614809732
588,0.02940000,CH4,-1.0807715273
589,0.02945000,CH4,-1.0235033807
590,0.02950000,CH4,-1.0827255918
591,0.02955000,CH4,-1.1559485951
592,0.02960000,CH4,-1.0535250830
593,0.02965000,CH4,-1.2026624769
594,0.02970000,CH4,-1.1406305533
595,0.02975000,CH4,-1.1370367499
596,0.02980000,CH4,-1.0288479485
597,0.02985000,CH4,-1.0709322921
598,0.02990000,CH4,-1.0351250465
599,0.02995000,CH4,-1.0557262779
600,0.03000000,CH4,-1.1470948092
601,0.03005000,CH4,1.1718437750
602,0.03010000,CH4,1.2557819664
603,0.03015000,CH4,1.2773010287
604,0.03020000,CH4,1.2780747116
605,0.03025000,CH4,1.2653525986
606,0.03030000,CH4,1.2920487145
607,0.03035000,CH4,1.3105493176
608,0.03040000,CH4,1.3230837244
609,0.03045000,CH4,1.3139085028
610,0.03050000,CH4,1.3273707939
611,0.03055000,CH4,1.2567388991
612,0.03060000,CH4,1.2545130201
613,0.03065000,CH4,1.3525433499
614,0.03070000,CH4,1.2702616727
615,0.03075000,CH4,1.3647920333
616,0.03080000,CH4,1.2681789223
617,0.03085000,CH4,1.2798497998
618,0.03090000,CH4,1.3188225935
619,0.03095000,CH4,1.2829550384
620,0.03100000,CH4,1.3108569529
621,0.03105000,CH4,-1.0813132811
622,0.03110000,CH4,-1.1947787704
623,0.03115000,CH4,-1.1750658535
624,0.03120000,CH4,-1.2102872247
625,0.03125000,CH4,-1.0948659180
626,0.03130000,CH4,-1.1225840327
627,0.03135000,CH4,-1.1473562471
628,0.03140000,CH4,-1.0752880915
629,0.03145000,CH4,-1.0908161358
630,0.03150000,CH4,-1.1155668444
631,0.03155000,CH4,-1.0440675143
632,0.03160000,CH4,-1.1553338197
633,0.03165000,CH4,-1.0962590282
634,0.03170000,CH4,-1.0888119614
635,0.03175000,CH4,-1.0771419002
636,0.03180000,CH4,-1.0690284693
637,0.03185000,CH4,-1.0943400801
638,0.03190000,CH4,-1.1390915275
639,0.03195000,CH4,-1.1323006402
640,0.03200000,CH4,-1.1424073929
641,0.03205000,CH4,1.2395343456
642,0.03210000,CH4,1.3500975712
643,0.03215000,CH4,1.3207676640
644,0.03220000,CH4,1.2475685815
645,0.03225000,CH4,1.3412096537
646,0.03230000,CH4,1.3028911253
647,0.03235000,CH4,1.2723155505
648,0.03240000,CH4,1.2853828047
649,0.03245000,CH4,1.3244520817
650,0.03250000,CH4,1.2977052399
651,0.03255000,CH4,1.3516928385
652,0.03260000,CH4,1.3101173812
653,0.03265000,CH4,1.2655758012
654,0.03270000,CH4,1.2420703443
655,0.03275000,CH4,1.3280361365
656,0.03280000,CH4,1.2549205931
657,0.03285000,CH4,1.2768645083
658,0.03290000,CH4,1.2600597914
659,0.03295000,CH4,1.2829838256
660,0.03300000,CH4,1.2517483009
661,0.03305000,CH4,-1.0704150600
662,0.03310000,CH4,-1.0546855767
663,0.03315000,CH4,-1.0886976240
664,0.03320000,CH4,-1.0680289695
665,0.03325000,CH4,-1.1070144911
666,0.03330000,CH4,-1.1142731914
667,0.03335000,CH4,-1.0423981218
668,0.03340000,CH4,-1.1598341971
669,0.03345000,CH4,-1.0612696567
670,0.03350000,CH4,-1.1612678183
671,0.03355000,CH4,-1.0818122549
672,0.03360000,CH4,-1.0863203016
673,0.03365000,CH4,-1.1280124019
674,0.03370000,CH4,-1.1046095903
675,0.03375000,CH4,-1.1091387429
676,0.03380000,CH4,-1.1355171905
677,0.03385000,CH4,-1.0252193044
678,0.03390000,CH4,-1.1316178404
679,0.03395000,CH4,-1.0887026509
680,0.03400000,CH4,1.2593086850
681,0.03405000,CH4,1.3096775833
682,0.03410000,CH4,1.2681078544
683,0.03415000,CH4,1.3655017795
684,0.03420000,CH4,1.2308130750
685,0.03425000,CH4,1.2715795451
686,0.03430000,CH4,1.3052480657
687,0.03435000,CH4,1.2582694511
688,0.03440000,CH4,1.2903831370
689,0.03445000,CH4,1.3392383582
690,0.03450000,CH4,1.3381552905
691,0.03455000,CH4,1.2655452408
692,0.03460000,CH4,1.3560010252
693,0.03465000,CH4,1.2604326887
694,0.03470000,CH4,1.2398292619
695,0.03475000,CH4,1.3652600974
696,0.03480000,CH4,1.2323179665
697,0.03485000,CH4,1.3321045898
698,0.03490000,CH4,1.2676597894
699,0.03495000,CH4,1.3335497945
700,0.03500000,CH4,1.3473830026
701,0.03505000,CH4,-1.0105830564
702,0.03510000,CH4,-1.0809355751
703,0.03515000,CH4,-1.1147989807
704,0.03520000,CH4,-1.1451898549
705,0.03525000,CH4,-1.0846941293
706,0.03530000,CH4,-1.1092536115
707,0.03535000,CH4,-1.1187303337
708,0.03540000,CH4,-1.0585820946
709,0.03545000,CH4,-1.1043120509
710,0.03550000,CH4,-1.1266756073
711,0.03555000,CH4,-1.1185680904
712,0.03560000,CH4,-1.1749102545
713,0.03565000,CH4,-0.9861465202
714,0.03570000,CH4,-1.1313049846
715,0.03575000,CH4,-1.0820958552
