Case,label,sensor_source,relay_duration_s,relay_edge_count,command_lock,coil_corroboration,compact_burst,settling_decay,rail_switching,sensor_duration_s,sensor_edge_count,threshold_occupancy,threshold_crossings,state_sensor_consistency,sensor_timing,sensor_event_position,sensor_precedes_coil,coil_precedes_contact
Sensor chatter,sensor_01,measured_state,0.003479999999999997,5,0.002413525670598121,,0.7482635675785654,0.4,0.9562139156544235,0.003479999999999997,5,0.4857142857142857,1.0,0.8677625256943882,0.8521437889662169,0.5576920023028632,,
Sensor chatter,sensor_02,measured_state,0.0035200000000000023,5,0.002029430636295734,,0.7457735080913921,0.4,0.9620626176876783,0.0035200000000000023,5,0.4632768361581921,1.0,0.8642483919195463,1.0,0.5561586364079725,,
Sensor chatter,sensor_03,measured_state,0.0034399999999999986,5,0.002757768796285348,,0.7507619411130763,0.7,0.9565085434007743,0.0034399999999999986,5,0.4913294797687861,1.0,0.8559789688133883,0.9231163463866388,0.5592868158979091,,
Sensor chatter,sensor_04,measured_state,0.0033400000000000027,5,0.0025457414554060005,,0.7570444313078686,0.7,0.9637276848837806,0.0033400000000000027,5,0.49404761904761907,1.0,0.883830058919959,0.9231163463866388,0.5612609940967445,,
Sensor chatter,sensor_05,measured_state,0.0034199999999999994,5,0.0030074381768076244,,0.7520142543193827,0.552704627669473,0.9568481438657268,0.0034199999999999994,5,0.47674418604651164,1.0,0.8642884663040099,0.9231163463866388,0.5532234035454998,,
Sensor chatter,sensor_06,measured_state,0.0034199999999999994,5,0.0026852001769538205,,0.7520142543193827,0.341886116991581,0.9622210405332502,0.0034199999999999994,5,0.5,1.0,0.8717427192838362,1.0,0.5555379771020006,,
Sensor chatter,sensor_07,measured_state,0.0035400000000000015,5,0.0023815589136168707,,0.7445315874659093,0.552704627669473,0.9599203846487558,0.0035400000000000015,5,0.5,1.0,0.8600709331780895,1.0,0.5582656479627304,,
Sensor chatter,sensor_08,measured_state,0.003360000000000002,5,0.0019892452172651635,,0.7557837414557254,0.5,0.9595616112612496,0.003360000000000002,5,0.44970414201183434,1.0,0.8640078323591281,0.9231163463866388,0.5624886084430771,,
Sensor chatter,sensor_09,measured_state,0.003360000000000002,5,0.0028895148391802827,,0.7557837414557254,0.5,0.9556879390492262,0.003360000000000002,5,0.48520710059171596,1.0,0.8666127526314573,1.0,0.5597102460908908,,
Sensor chatter,sensor_10,measured_state,0.003500000000000003,5,0.0030887154082367687,,0.7470175003104323,0.4,0.9618566268471417,0.003500000000000003,5,0.48295454545454547,1.0,0.8669894848800545,0.8521437889662169,0.5553387180545826,,
Sensor chatter,sensor_11,measured_state,0.0035400000000000015,5,0.0023034821254966703,,0.7445315874659093,0.6,0.9625847724620962,0.0035400000000000015,5,0.4606741573033708,1.0,0.8622326701838707,0.9231163463866388,0.5570597135439231,,
Sensor chatter,sensor_12,measured_state,0.00358,5,0.00208427681892639,,0.74205394720224,0.7,0.9638514232671302,0.00358,5,0.48333333333333334,1.0,0.868286215358208,0.9231163463866388,0.556714475472255,,
Sensor chatter,sensor_13,measured_state,0.0034199999999999994,5,0.0026673583811740675,,0.7520142543193827,0.658113883008419,0.9573585583620332,0.0034199999999999994,5,0.45348837209302323,1.0,0.8620439860405859,1.0,0.554734606127209,,
Sensor chatter,sensor_14,measured_state,0.0035200000000000023,5,0.0030681924580267575,,0.7457735080913921,0.4,0.9634281387171575,0.0035200000000000023,5,0.4858757062146893,1.0,0.8638934921261497,0.9231163463866388,0.5576958908726497,,
Sensor chatter,sensor_15,measured_state,0.0034199999999999994,5,0.0024459215051663504,,0.7520142543193827,0.658113883008419,0.9603520670537907,0.0034199999999999994,5,0.48255813953488375,1.0,0.8647492561127276,1.0,0.5601916274574753,,
Compound chain,compound_00,upstream_command,0.0046,17,0.9801986733067561,0.9480639384933954,0.681585666193848,0.6861170415374076,0.9579948964799316,0.0032999999999999974,5,0.5,1.0,0.8673506086546394,0.9231163463866388,0.5369297000689097,0.9139311852712284,0.9480639384933954
Compound chain,compound_01,upstream_command,0.0046599999999999975,17,0.9801986733067538,0.9480639384933954,0.6781862435017367,0.6927888674984727,0.9579626609980764,0.003379999999999994,5,0.4470588235294118,1.0,0.8661014560358749,0.9231163463866132,0.5380597258291827,0.9139311852712284,0.9480639384933954
Compound chain,compound_02,upstream_command,0.004539999999999995,17,0.9801986733067561,0.9480639384933954,0.6850021285631136,0.6915456691330094,0.9597137312644332,0.003259999999999999,5,0.5304878048780488,1.0,0.8581642025220534,1.0,0.5333717243408358,0.9139311852712284,0.9480639384933954
Compound chain,compound_03,upstream_command,0.004720000000000002,17,0.9736857493531438,0.9480639384933954,0.674803775501035,0.6939347252404067,0.9584088375273658,0.0034399999999999986,5,0.4913294797687861,1.0,0.8656254179075183,0.9231163463866388,0.5343899575823032,0.9139311852712284,0.9480639384933954
Compound chain,compound_04,upstream_command,0.004620000000000006,17,0.9801986733067538,0.9417645335842488,0.6804506362045873,0.721322453614052,0.9579008208677691,0.0033400000000000027,5,0.5238095238095238,1.0,0.8620925574950994,0.9231163463866132,0.5378331768234833,0.9139311852712267,0.9417645335842488
Compound chain,compound_05,upstream_command,0.00476,17,0.9867551618071962,0.9480639384933954,0.6725581743305757,0.7029866014581185,0.9616096439608466,0.003459999999999998,5,0.5,1.0,0.8640254299190284,1.0,0.5366522907793624,0.9139311852712284,0.9480639384933954
Compound chain,compound_06,upstream_command,0.004540000000000002,17,0.9801986733067561,0.9480639384933954,0.6850021285631133,0.6845031011541866,0.963082680500567,0.003259999999999999,5,0.4634146341463415,1.0,0.8654586963171349,1.0,0.5375482487717502,0.9139311852712284,0.9480639384933954
Compound chain,compound_07,upstream_command,0.004639999999999998,17,0.9867551618071962,0.9480639384933954,0.6793174963564211,0.681955848139786,0.9615708438271234,0.0033400000000000027,5,0.49404761904761907,1.0,0.8658922674159764,0.9231163463866388,0.5388518651940697,0.9139311852712284,0.9480639384933954
Compound chain,compound_08,upstream_command,0.0046599999999999975,17,0.9867551618071962,0.9480639384933954,0.6781862435017367,0.6849144798168558,0.9608556333445782,0.003360000000000002,5,0.5029585798816568,1.0,0.8556178709067673,0.9231163463866388,0.5374395545972906,0.9139311852712284,0.9480639384933954
Compound chain,compound_09,upstream_command,0.0046,17,0.9867551618071962,0.9480639384933954,0.681585666193848,0.6653147786341511,0.9649382924951362,0.0033199999999999966,5,0.5209580838323353,1.0,0.8574477891149721,0.9231163463866388,0.5351303125112433,0.9139311852712284,0.9480639384933954
Compound chain,compound_10,upstream_command,0.004580000000000001,17,0.9801986733067538,0.9417645335842466,0.6827225894770637,0.7273078206219578,0.9614140561226207,0.0033200000000000035,5,0.5209580838323353,1.0,0.8663148428432698,0.9231163463866388,0.5365536939824291,0.9139311852712284,0.9417645335842466
Compound chain,compound_11,upstream_command,0.004540000000000002,17,0.9736857493531461,0.9480639384933954,0.6850021285631133,0.677992884962362,0.9640847137881452,0.003259999999999999,5,0.5060975609756098,1.0,0.8688443790034285,1.0,0.5385075527934903,0.9139311852712284,0.9480639384933954
Compound chain,compound_12,upstream_command,0.004640000000000005,17,0.9933555062550324,0.9480639384933954,0.6793174963564207,0.6969035115598537,0.9587854645055197,0.0033400000000000027,5,0.49404761904761907,1.0,0.864295813587358,0.9231163463866388,0.5426604282249833,0.9139311852712267,0.9480639384933954
Compound chain,compound_13,upstream_command,0.0046,17,0.986755161807194,0.9480639384933954,0.681585666193848,0.7002983200353979,0.9634937819497631,0.0032999999999999974,5,0.4759036144578313,1.0,0.8678091930395186,0.9231163463866388,0.5373839698141254,0.9139311852712284,0.9480639384933954
Compound chain,compound_14,upstream_command,0.004700000000000003,17,0.9736857493531438,0.9417645335842466,0.6759293862085682,0.7219850971735264,0.9600572249853281,0.0034199999999999994,5,0.4476744186046512,1.0,0.8527443845699985,0.9231163463866388,0.5336826792259126,0.9139311852712284,0.9417645335842466
Compound chain,compound_15,upstream_command,0.004580000000000001,17,0.9867551618071962,0.9480639384933954,0.6827225894770637,0.6915456691330094,0.9653439848729521,0.0032999999999999974,5,0.5240963855421686,1.0,0.8692135803170531,0.9231163463866388,0.535524192054185,0.9139311852712284,0.9480639384933954
