index,time_s,channel,value
135,0.00675000,CH5,-0.1859953197
136,0.00680000,CH5,0.5166774255
137,0.00685000,CH5,1.0610933539
138,0.00690000,CH5,1.4507122919
139,0.00695000,CH5,1.6521229727
140,0.00700000,CH5,1.4746496356
141,0.00705000,CH5,1.1982957647
142,0.00710000,CH5,0.7915119222
143,0.00715000,CH5,0.6867249355
144,0.00720000,CH5,0.4749694004
145,0.00725000,CH5,0.2923635621
146,0.00730000,CH5,-0.1240310075
147,0.00735000,CH5,-0.5318356778
148,0.00740000,CH5,-1.0662960353
149,0.00745000,CH5,-1.4443023975
150,0.00750000,CH5,-1.6163380801
151,0.00755000,CH5,-1.4132891174
152,0.00760000,CH5,-1.0188186668
153,0.00765000,CH5,-0.4576548344
154,0.00770000,CH5,0.0054082369
155,0.00775000,CH5,0.3134475452
156,0.00780000,CH5,0.5065109794
157,0.00785000,CH5,0.6538574485
158,0.00790000,CH5,0.8286701785
159,0.00795000,CH5,1.1170245250
160,0.00800000,CH5,1.5326592252
161,0.00805000,CH5,1.5411251082
162,0.00810000,CH5,1.4495133362
163,0.00815000,CH5,1.0362087822
164,0.00820000,CH5,0.4693143294
165,0.00825000,CH5,-0.2164460431
166,0.00830000,CH5,-0.6512550186
167,0.00835000,CH5,-0.8517656033
168,0.00840000,CH5,-0.9656484541
169,0.00845000,CH5,-0.8643166144
170,0.00850000,CH5,-0.8127548046
171,0.00855000,CH5,-0.9482311296
172,0.00860000,CH5,-1.0148905601
173,0.00865000,CH5,-0.9504091718
174,0.00870000,CH5,-0.6483043922
175,0.00875000,CH5,-0.1507392855
176,0.00880000,CH5,0.4289552682
177,0.00885000,CH5,1.0395575633
178,0.00890000,CH5,1.3596992575
179,0.00895000,CH5,1.4314268312
180,0.00900000,CH5,1.2607098976
181,0.00905000,CH5,0.9765165411
182,0.00910000,CH5,0.7769120624
183,0.00915000,CH5,0.5181993513
184,0.00920000,CH5,0.5224230031
185,0.00925000,CH5,0.1772116174
186,0.00930000,CH5,-0.0191311674
187,0.00935000,CH5,-0.4118100711
188,0.00940000,CH5,-0.8642819615
189,0.00945000,CH5,-1.1993085249
190,0.00950000,CH5,-1.3822538905
191,0.00955000,CH5,-1.2255676277
192,0.00960000,CH5,-0.9180560187
193,0.00965000,CH5,-0.3613763400
194,0.00970000,CH5,0.0556256461
195,0.00975000,CH5,0.2821396729
196,0.00980000,CH5,0.4758183896
197,0.00985000,CH5,0.5176759727
198,0.00990000,CH5,0.7130537451
199,0.00995000,CH5,0.8390468421
200,0.01000000,CH5,1.2441524016
201,0.01005000,CH5,1.3597791661
202,0.01010000,CH5,1.1543053001
203,0.01015000,CH5,0.8837662122
204,0.01020000,CH5,0.4034970612
205,0.01025000,CH5,-0.1415364974
206,0.01030000,CH5,-0.5992278582
207,0.01035000,CH5,-0.7965615455
208,0.01040000,CH5,-0.7430038244
209,0.01045000,CH5,-0.7646493836
210,0.01050000,CH5,-0.7801589156
211,0.01055000,CH5,-0.6947440110
212,0.01060000,CH5,-0.8236287610
213,0.01065000,CH5,-0.6989256916
214,0.01070000,CH5,-0.5651285211
215,0.01075000,CH5,-0.2227305347
216,0.01080000,CH5,0.2726300672
217,0.01085000,CH5,0.8686793269
218,0.01090000,CH5,1.1222472816
219,0.01095000,CH5,1.2239430960
220,0.01100000,CH5,1.0740870118
221,0.01105000,CH5,0.7576293606
222,0.01110000,CH5,0.5452295197
223,0.01115000,CH5,0.4956623004
224,0.01120000,CH5,0.3663118548
225,0.01125000,CH5,0.2984860534
226,0.01130000,CH5,0.0844228495
227,0.01135000,CH5,-0.1974406519
228,0.01140000,CH5,-0.7332016809
229,0.01145000,CH5,-1.0446858428
230,0.01150000,CH5,-1.1745300009
231,0.01155000,CH5,-1.0578416402
232,0.01160000,CH5,-0.6763061286
233,0.01165000,CH5,-0.1846689052
234,0.01170000,CH5,0.1226203849
235,0.01175000,CH5,0.2715622943
236,0.01180000,CH5,0.3663740364
237,0.01185000,CH5,0.3146449821
238,0.01190000,CH5,0.4517703923
239,0.01195000,CH5,0.6610112350
240,0.01200000,CH5,0.9187964730
241,0.01205000,CH5,1.0409078432
242,0.01210000,CH5,1.1200024713
243,0.01215000,CH5,0.7131729126
244,0.01220000,CH5,0.3186695824
245,0.01225000,CH5,-0.1807334940
246,0.01230000,CH5,-0.5396907357
247,0.01235000,CH5,-0.7062503069
248,0.01240000,CH5,-0.5966277156
249,0.01245000,CH5,-0.5450978703
250,0.01250000,CH5,-0.4782120424
251,0.01255000,CH5,-0.4687268088
252,0.01260000,CH5,-0.5639216826
253,0.01265000,CH5,-0.7886762099
254,0.01270000,CH5,-0.4832378840
255,0.01275000,CH5,-0.1550649557
256,0.01280000,CH5,0.2245146632
257,0.01285000,CH5,0.6572468093
258,0.01290000,CH5,1.0418321035
259,0.01295000,CH5,1.0002117501
260,0.01300000,CH5,0.8161122213
261,0.01305000,CH5,0.5579733964
262,0.01310000,CH5,0.3601798121
263,0.01315000,CH5,0.3498040288
264,0.01320000,CH5,0.3727408871
265,0.01325000,CH5,0.2340856199
266,0.01330000,CH5,0.1069380560
267,0.01335000,CH5,-0.2059336935
268,0.01340000,CH5,-0.5892577953
269,0.01345000,CH5,-0.8427508358
270,0.01350000,CH5,-0.9775338345
271,0.01355000,CH5,-0.9122958960
272,0.01360000,CH5,-0.5904746150
273,0.01365000,CH5,-0.1977531789
274,0.01370000,CH5,0.1046099882
275,0.01375000,CH5,0.2464751789
276,0.01380000,CH5,0.2864677874
277,0.01385000,CH5,0.2495658397
278,0.01390000,CH5,0.3193480099
279,0.01395000,CH5,0.5111471361
280,0.01400000,CH5,0.8052015337
281,0.01405000,CH5,0.9077667963
282,0.01410000,CH5,0.9325378269
283,0.01415000,CH5,0.7427998331
284,0.01420000,CH5,0.3122586434
285,0.01425000,CH5,-0.1164629203
286,0.01430000,CH5,-0.4722376804
287,0.01435000,CH5,-0.5908054592
288,0.01440000,CH5,-0.4834805304
289,0.01445000,CH5,-0.3995605957
290,0.01450000,CH5,-0.3196619652
291,0.01455000,CH5,-0.4041805057
292,0.01460000,CH5,-0.4747631840
293,0.01465000,CH5,-0.6652004633
294,0.01470000,CH5,-0.4216322244
295,0.01475000,CH5,-0.1416224120
296,0.01480000,CH5,0.2635015969
297,0.01485000,CH5,0.7182273194
298,0.01490000,CH5,0.9106559385
299,0.01495000,CH5,0.9382507690
300,0.01500000,CH5,0.7614686276
301,0.01505000,CH5,0.4669401655
302,0.01510000,CH5,0.3514633735
303,0.01515000,CH5,0.3432579911
304,0.01520000,CH5,0.2469052567
305,0.01525000,CH5,0.2570740448
306,0.01530000,CH5,0.1793653445
307,0.01535000,CH5,-0.1583872982
308,0.01540000,CH5,-0.5509342026
309,0.01545000,CH5,-0.8807630573
310,0.01550000,CH5,-0.9947464815
311,0.01555000,CH5,-0.8766414167
312,0.01560000,CH5,-0.5746288500
313,0.01565000,CH5,-0.1729820039
314,0.01570000,CH5,0.1503495120
315,0.01575000,CH5,0.2668619030
316,0.01580000,CH5,0.2571694507
317,0.01585000,CH5,0.2552713142
318,0.01590000,CH5,0.4024643905
319,0.01595000,CH5,0.6084791720
320,0.01600000,CH5,0.7602788729
321,0.01605000,CH5,0.9394601839
322,0.01610000,CH5,0.9856857211
323,0.01615000,CH5,0.6517276481
324,0.01620000,CH5,0.1502980913
325,0.01625000,CH5,-0.1949961653
326,0.01630000,CH5,-0.4599090218
327,0.01635000,CH5,-0.6281939700
328,0.01640000,CH5,-0.6149303642
329,0.01645000,CH5,-0.4176239725
330,0.01650000,CH5,-0.3830485936
331,0.01655000,CH5,-0.5317362840
332,0.01660000,CH5,-0.6068801974
333,0.01665000,CH5,-0.5494883868
334,0.01670000,CH5,-0.4917315177
335,0.01675000,CH5,-0.2058959046
336,0.01680000,CH5,0.2666756831
337,0.01685000,CH5,0.7188699538
338,0.01690000,CH5,1.0121600174
339,0.01695000,CH5,0.9865040280
340,0.01700000,CH5,0.8649751635
341,0.01705000,CH5,0.5835581149
342,0.01710000,CH5,0.3527396499
343,0.01715000,CH5,0.1974566384
344,0.01720000,CH5,0.2717390297
345,0.01725000,CH5,0.2072655397
346,0.01730000,CH5,0.0420822207
347,0.01735000,CH5,-0.2373191293
348,0.01740000,CH5,-0.5842764266
349,0.01745000,CH5,-0.8612796667
350,0.01750000,CH5,-1.0235824060
351,0.01755000,CH5,-0.9218329180
352,0.01760000,CH5,-0.6711901899
353,0.01765000,CH5,-0.2475206491
354,0.01770000,CH5,0.0072836908
355,0.01775000,CH5,0.2583926887
356,0.01780000,CH5,0.3648134430
357,0.01785000,CH5,0.3726081184
358,0.01790000,CH5,0.3774004235
359,0.01795000,CH5,0.6492397189
360,0.01800000,CH5,0.9671922729
361,0.01805000,CH5,1.1265112223
362,0.01810000,CH5,1.0525454152
363,0.01815000,CH5,0.8474539010
364,0.01820000,CH5,0.3565003659
365,0.01825000,CH5,-0.1594504467
366,0.01830000,CH5,-0.5996737957
367,0.01835000,CH5,-0.6749149670
368,0.01840000,CH5,-0.5853855892
369,0.01845000,CH5,-0.5674906381
370,0.01850000,CH5,-0.5319627985
371,0.01855000,CH5,-0.5957587374
372,0.01860000,CH5,-0.6996578246
373,0.01865000,CH5,-0.7624723846
374,0.01870000,CH5,-0.4811653455
375,0.01875000,CH5,-0.2412881372
376,0.01880000,CH5,0.3267900250
377,0.01885000,CH5,0.8344708468
378,0.01890000,CH5,1.1190104957
379,0.01895000,CH5,1.2536571240
380,0.01900000,CH5,1.0878527599
381,0.01905000,CH5,0.6864402540
382,0.01910000,CH5,0.5934851744
383,0.01915000,CH5,0.3778913020
384,0.01920000,CH5,0.2938483114
385,0.01925000,CH5,0.2923176463
386,0.01930000,CH5,0.0199810387
387,0.01935000,CH5,-0.3584154610
388,0.01940000,CH5,-0.7247493005
389,0.01945000,CH5,-1.0997636657
390,0.01950000,CH5,-1.3495697377
391,0.01955000,CH5,-1.0386688893
392,0.01960000,CH5,-0.8461532034
393,0.01965000,CH5,-0.3166165915
394,0.01970000,CH5,0.0517115112
395,0.01975000,CH5,0.3219080491
396,0.01980000,CH5,0.3907958335
397,0.01985000,CH5,0.4075979167
398,0.01990000,CH5,0.5733861671
399,0.01995000,CH5,0.9449572031
400,0.02000000,CH5,1.1366671941
401,0.02005000,CH5,1.3241893084
402,0.02010000,CH5,1.2456721336
403,0.02015000,CH5,0.9329471474
404,0.02020000,CH5,0.3340693448
405,0.02025000,CH5,-0.1065945411
406,0.02030000,CH5,-0.5620583974
407,0.02035000,CH5,-0.8278632584
408,0.02040000,CH5,-0.8247586008
409,0.02045000,CH5,-0.7961933141
410,0.02050000,CH5,-0.7513914191
411,0.02055000,CH5,-0.8716618947
412,0.02060000,CH5,-0.9246378865
413,0.02065000,CH5,-0.8954882167
414,0.02070000,CH5,-0.6329453925
415,0.02075000,CH5,-0.1587659742
416,0.02080000,CH5,0.4397706668
417,0.02085000,CH5,1.0016429201
418,0.02090000,CH5,1.1753078869
419,0.02095000,CH5,1.4475947130
420,0.02100000,CH5,1.2284167393
421,0.02105000,CH5,1.1725772227
422,0.02110000,CH5,0.7841845072
423,0.02115000,CH5,0.5572514420
424,0.02120000,CH5,0.3621721066
425,0.02125000,CH5,0.2218337876
426,0.02130000,CH5,-0.0327900899
427,0.02135000,CH5,-0.4764064359
428,0.02140000,CH5,-1.0066583984
429,0.02145000,CH5,-1.3951576744
430,0.02150000,CH5,-1.5078948927
431,0.02155000,CH5,-1.4386441470
432,0.02160000,CH5,-0.9707498332
433,0.02165000,CH5,-0.4465437054
434,0.02170000,CH5,-0.1865880136
435,0.02175000,CH5,0.2279800275
436,0.02180000,CH5,0.4338257480
437,0.02185000,CH5,0.6614322548
438,0.02190000,CH5,0.7574527373
439,0.02195000,CH5,1.0675445527
440,0.02200000,CH5,1.3908241505
441,0.02205000,CH5,1.4971997614
442,0.02210000,CH5,1.4524912209
443,0.02215000,CH5,1.0397178473
444,0.02220000,CH5,0.4364942917
445,0.02225000,CH5,-0.1346084284
446,0.02230000,CH5,-0.7033041768
447,0.02235000,CH5,-0.8874797769
448,0.02240000,CH5,-1.1007539702
449,0.02245000,CH5,-1.0500176457
450,0.02250000,CH5,-0.8920343348
451,0.02255000,CH5,-1.0174445021
452,0.02260000,CH5,-1.0028034959
453,0.02265000,CH5,-0.9493628664
454,0.02270000,CH5,-0.6912571071
455,0.02275000,CH5,-0.2377267644
456,0.02280000,CH5,0.4088759787
457,0.02285000,CH5,1.1021739354
458,0.02290000,CH5,1.5062883258
459,0.02295000,CH5,1.6131229866
460,0.02300000,CH5,1.4664877475
461,0.02305000,CH5,1.1215896594
462,0.02310000,CH5,0.9314532343
463,0.02315000,CH5,0.6432040491
464,0.02320000,CH5,0.4590687528
465,0.02325000,CH5,0.2293270565
466,0.02330000,CH5,-0.0726285921
467,0.02335000,CH5,-0.6327104919
468,0.02340000,CH5,-1.1330186896
469,0.02345000,CH5,-1.5451017653
470,0.02350000,CH5,-1.6706007180
471,0.02355000,CH5,-1.5346407016
472,0.02360000,CH5,-1.1287498375
473,0.02365000,CH5,-0.6561877947
474,0.02370000,CH5,-0.0211785644
475,0.02375000,CH5,0.1936936058
476,0.02380000,CH5,0.4886530206
477,0.02385000,CH5,0.6409281841
478,0.02390000,CH5,0.9498033631
479,0.02395000,CH5,1.2536329232
480,0.02400000,CH5,1.5648578857
481,0.02405000,CH5,1.6454211396
482,0.02410000,CH5,1.5379173540
483,0.02415000,CH5,1.0889114663
484,0.02420000,CH5,0.5072401072
485,0.02425000,CH5,-0.1767348591
486,0.02430000,CH5,-0.6475165130
487,0.02435000,CH5,-1.0679538785
488,0.02440000,CH5,-1.2811294243
489,0.02445000,CH5,-1.1200883629
490,0.02450000,CH5,-1.1965624474
491,0.02455000,CH5,-1.0730800686
492,0.02460000,CH5,-1.1107931812
493,0.02465000,CH5,-1.0325051462
494,0.02470000,CH5,-0.7549150151
495,0.02475000,CH5,-0.1244937664
496,0.02480000,CH5,0.5064829710
497,0.02485000,CH5,1.0515209139
498,0.02490000,CH5,1.6112343262
499,0.02495000,CH5,1.6615747230
500,0.02500000,CH5,1.4681775192
501,0.02505000,CH5,1.2443783112
502,0.02510000,CH5,0.9162384901
503,0.02515000,CH5,0.6824210944
504,0.02520000,CH5,0.4945570218
505,0.02525000,CH5,0.1881641422
506,0.02530000,CH5,-0.1789658250
507,0.02535000,CH5,-0.6440115793
508,0.02540000,CH5,-1.0863341083
509,0.02545000,CH5,-1.6202363344
510,0.02550000,CH5,-1.7386417612
511,0.02555000,CH5,-1.6196280420
512,0.02560000,CH5,-1.0818119265
513,0.02565000,CH5,-0.6034049286
514,0.02570000,CH5,-0.1652572112
515,0.02575000,CH5,0.2384545320
516,0.02580000,CH5,0.5212607995
517,0.02585000,CH5,0.7357380354
518,0.02590000,CH5,0.9345991826
519,0.02595000,CH5,1.2539580006
520,0.02600000,CH5,1.4257708506
521,0.02605000,CH5,1.6356086701
522,0.02610000,CH5,1.4802457603
523,0.02615000,CH5,1.0856615362
524,0.02620000,CH5,0.4684642746
525,0.02625000,CH5,-0.1898097557
526,0.02630000,CH5,-0.7624201173
527,0.02635000,CH5,-1.0351806789
528,0.02640000,CH5,-1.1350505803
529,0.02645000,CH5,-1.0602284289
530,0.02650000,CH5,-1.0944832524
531,0.02655000,CH5,-1.1698253555
532,0.02660000,CH5,-1.1140428021
533,0.02665000,CH5,-0.9994952827
534,0.02670000,CH5,-0.7157455980
535,0.02675000,CH5,-0.1524179694
536,0.02680000,CH5,0.4173728854
537,0.02685000,CH5,1.1202316696
538,0.02690000,CH5,1.4321314012
539,0.02695000,CH5,1.5537481935
540,0.02700000,CH5,1.4332411589
541,0.02705000,CH5,1.1251885695
542,0.02710000,CH5,0.8325619088
543,0.02715000,CH5,0.6749328682
544,0.02720000,CH5,0.4139645940
545,0.02725000,CH5,0.2624110595
546,0.02730000,CH5,-0.0180221924
547,0.02735000,CH5,-0.5705242861
548,0.02740000,CH5,-1.0890396902
549,0.02745000,CH5,-1.5135009741
550,0.02750000,CH5,-1.5637020398
551,0.02755000,CH5,-1.4641867683
552,0.02760000,CH5,-1.0649407284
553,0.02765000,CH5,-0.5164847716
554,0.02770000,CH5,-0.0918890232
555,0.02775000,CH5,0.2362933767
556,0.02780000,CH5,0.4238556248
557,0.02785000,CH5,0.6135553282
558,0.02790000,CH5,0.7774874368
559,0.02795000,CH5,1.0542001139
560,0.02800000,CH5,1.4170705543
561,0.02805000,CH5,1.5815237748
562,0.02810000,CH5,1.4489605563
563,0.02815000,CH5,0.9613345284
564,0.02820000,CH5,0.3863698604
565,0.02825000,CH5,-0.1881029948
566,0.02830000,CH5,-0.6463928768
567,0.02835000,CH5,-0.8842769072
568,0.02840000,CH5,-1.0284740835
569,0.02845000,CH5,-1.0274589707
570,0.02850000,CH5,-0.9325615398
571,0.02855000,CH5,-0.9520760382
572,0.02860000,CH5,-0.9067164219
573,0.02865000,CH5,-0.8674944144
574,0.02870000,CH5,-0.6510392282
575,0.02875000,CH5,-0.1997462592
576,0.02880000,CH5,0.4614818282
577,0.02885000,CH5,0.9392797471
578,0.02890000,CH5,1.3221385751
579,0.02895000,CH5,1.4449542510
580,0.02900000,CH5,1.2779021581
581,0.02905000,CH5,0.9726707180
582,0.02910000,CH5,0.7516203538
583,0.02915000,CH5,0.5012962520
584,0.02920000,CH5,0.4999126246
585,0.02925000,CH5,0.2445082341
586,0.02930000,CH5,-0.0652927756
587,0.02935000,CH5,-0.4493154286
588,0.02940000,CH5,-0.8925443667
589,0.02945000,CH5,-1.3379458158
590,0.02950000,CH5,-1.3457827064
591,0.02955000,CH5,-1.2507769356
592,0.02960000,CH5,-0.9512228175
593,0.02965000,CH5,-0.4484321433
594,0.02970000,CH5,-0.0517589368
595,0.02975000,CH5,0.3263381214
596,0.02980000,CH5,0.3622178494
597,0.02985000,CH5,0.4833640102
598,0.02990000,CH5,0.6569672767
599,0.02995000,CH5,0.9123962230
600,0.03000000,CH5,1.1488923166
601,0.03005000,CH5,1.1982388459
602,0.03010000,CH5,1.2240849987
603,0.03015000,CH5,0.9326982150
604,0.03020000,CH5,0.4235801834
605,0.03025000,CH5,-0.1046758351
606,0.03030000,CH5,-0.5681374726
607,0.03035000,CH5,-0.6570530401
608,0.03040000,CH5,-0.7825616717
609,0.03045000,CH5,-0.7189256162
610,0.03050000,CH5,-0.6250132192
611,0.03055000,CH5,-0.7533114900
612,0.03060000,CH5,-0.7347383060
613,0.03065000,CH5,-0.7876288545
614,0.03070000,CH5,-0.5585786340
615,0.03075000,CH5,-0.1467300385
616,0.03080000,CH5,0.3166293108
617,0.03085000,CH5,0.9361212491
618,0.03090000,CH5,1.2300371185
619,0.03095000,CH5,1.1514514205
620,0.03100000,CH5,1.0030881170
621,0.03105000,CH5,0.7326977085
622,0.03110000,CH5,0.5815440739
623,0.03115000,CH5,0.4506179580
624,0.03120000,CH5,0.2891293037
625,0.03125000,CH5,0.2917153341
626,0.03130000,CH5,0.0193357280
627,0.03135000,CH5,-0.2661431237
628,0.03140000,CH5,-0.6877798095
629,0.03145000,CH5,-1.0915070639
630,0.03150000,CH5,-1.1444511577
631,0.03155000,CH5,-0.9919214074
632,0.03160000,CH5,-0.7292224644
633,0.03165000,CH5,-0.3168880374
634,0.03170000,CH5,0.0788811396
635,0.03175000,CH5,0.3351475279
636,0.03180000,CH5,0.3589652388
637,0.03185000,CH5,0.4021065889
638,0.03190000,CH5,0.4832028159
639,0.03195000,CH5,0.6287408164
640,0.03200000,CH5,0.9257264635
641,0.03205000,CH5,1.0340869739
642,0.03210000,CH5,0.9790836603
643,0.03215000,CH5,0.7979588979
644,0.03220000,CH5,0.2606573421
645,0.03225000,CH5,-0.1859313796
646,0.03230000,CH5,-0.4315453542
647,0.03235000,CH5,-0.6228974182
648,0.03240000,CH5,-0.6460406526
649,0.03245000,CH5,-0.5687600519
650,0.03250000,CH5,-0.4188602592
651,0.03255000,CH5,-0.5535240237
652,0.03260000,CH5,-0.6862576361
653,0.03265000,CH5,-0.6291494551
654,0.03270000,CH5,-0.5378496954
655,0.03275000,CH5,-0.1476723445
656,0.03280000,CH5,0.3192219314
657,0.03285000,CH5,0.7599509236
658,0.03290000,CH5,0.9779498662
659,0.03295000,CH5,1.1391471404
660,0.03300000,CH5,0.8086998351
661,0.03305000,CH5,0.6309814107
662,0.03310000,CH5,0.4151963984
663,0.03315000,CH5,0.2950677650
664,0.03320000,CH5,0.2761917420
665,0.03325000,CH5,0.2872138479
666,0.03330000,CH5,0.1946963128
667,0.03335000,CH5,-0.2253289326
668,0.03340000,CH5,-0.5796546374
669,0.03345000,CH5,-0.8682716045
670,0.03350000,CH5,-0.9628613437
671,0.03355000,CH5,-0.8735715631
672,0.03360000,CH5,-0.5408255292
673,0.03365000,CH5,-0.1807394109
674,0.03370000,CH5,0.1738207067
675,0.03375000,CH5,0.2712900606
676,0.03380000,CH5,0.2817043580
677,0.03385000,CH5,0.3074719402
678,0.03390000,CH5,0.2955486745
679,0.03395000,CH5,0.4683379415
680,0.03400000,CH5,0.8323365474
681,0.03405000,CH5,1.0527904909
682,0.03410000,CH5,0.9883762026
683,0.03415000,CH5,0.7018241664
684,0.03420000,CH5,0.2951286869
685,0.03425000,CH5,-0.1262151590
686,0.03430000,CH5,-0.4793547878
687,0.03435000,CH5,-0.5299269292
688,0.03440000,CH5,-0.5601128547
689,0.03445000,CH5,-0.3695260729
690,0.03450000,CH5,-0.3328851403
691,0.03455000,CH5,-0.5117487138
692,0.03460000,CH5,-0.4802663413
693,0.03465000,CH5,-0.5391248088
694,0.03470000,CH5,-0.5294907532
695,0.03475000,CH5,-0.1042920050
696,0.03480000,CH5,0.2814144222
697,0.03485000,CH5,0.5816445083
698,0.03490000,CH5,0.8438843567
699,0.03495000,CH5,0.9434804208
700,0.03500000,CH5,0.7375179516
701,0.03505000,CH5,0.5130517232
702,0.03510000,CH5,0.3307854931
703,0.03515000,CH5,0.2237691516
704,0.03520000,CH5,0.2622951008
705,0.03525000,CH5,0.2407442016
706,0.03530000,CH5,0.0760633990
707,0.03535000,CH5,-0.1343353810
708,0.03540000,CH5,-0.4423934696
709,0.03545000,CH5,-0.7820321027
710,0.03550000,CH5,-0.9289533933
711,0.03555000,CH5,-0.7739324512
712,0.03560000,CH5,-0.5077554674
713,0.03565000,CH5,-0.1906448935
714,0.03570000,CH5,0.2283065341
715,0.03575000,CH5,0.2612216615
716,0.03580000,CH5,0.2533854395
