index,time_s,channel,value
225,0.01125000,CH1,2.2785812326
226,0.01130000,CH1,2.1883740113
227,0.01135000,CH1,1.8659930164
228,0.01140000,CH1,1.3913722037
229,0.01145000,CH1,0.8364827858
230,0.01150000,CH1,0.2647344473
231,0.01155000,CH1,-0.4205646534
232,0.01160000,CH1,-0.9827399489
233,0.01165000,CH1,-1.3641978894
234,0.01170000,CH1,-1.6132965258
235,0.01175000,CH1,-1.7756274618
236,0.01180000,CH1,-1.6000829789
237,0.01185000,CH1,-1.4237839673
238,0.01190000,CH1,-0.9436970895
239,0.01195000,CH1,-0.3980470671
240,0.01200000,CH1,0.2415953506
241,0.01205000,CH1,0.8401820551
242,0.01210000,CH1,1.4571966890
243,0.01215000,CH1,1.9043381559
244,0.01220000,CH1,2.1192696047
245,0.01225000,CH1,2.2533388049
246,0.01230000,CH1,2.1746358850
247,0.01235000,CH1,1.8647034565
248,0.01240000,CH1,1.4888453602
249,0.01245000,CH1,0.8626552704
250,0.01250000,CH1,0.2265282427
251,0.01255000,CH1,-0.3763113711
252,0.01260000,CH1,-0.9075033896
253,0.01265000,CH1,-1.3377882684
254,0.01270000,CH1,-1.7062835525
255,0.01275000,CH1,-1.7758199881
256,0.01280000,CH1,-1.6319798187
257,0.01285000,CH1,-1.3557755993
258,0.01290000,CH1,-0.9327976635
259,0.01295000,CH1,-0.4447052318
260,0.01300000,CH1,0.2498051826
261,0.01305000,CH1,0.8352699234
262,0.01310000,CH1,1.4205020344
263,0.01315000,CH1,1.8674891914
264,0.01320000,CH1,2.1554148491
265,0.01325000,CH1,2.2617269867
266,0.01330000,CH1,2.1705525191
267,0.01335000,CH1,1.8778437405
268,0.01340000,CH1,1.4551334273
269,0.01345000,CH1,0.9246853421
270,0.01350000,CH1,0.2652246690
271,0.01355000,CH1,-0.3066967768
272,0.01360000,CH1,-0.8893441852
273,0.01365000,CH1,-1.3760584362
274,0.01370000,CH1,-1.6648008098
275,0.01375000,CH1,-1.7455964372
276,0.01380000,CH1,-1.6990961512
277,0.01385000,CH1,-1.3587991863
278,0.01390000,CH1,-0.8929854580
279,0.01395000,CH1,-0.3821177804
280,0.01400000,CH1,0.1911322194
281,0.01405000,CH1,0.8883578372
282,0.01410000,CH1,1.4261352425
283,0.01415000,CH1,1.8761790550
284,0.01420000,CH1,2.1349768143
285,0.01425000,CH1,2.3229829799
286,0.01430000,CH1,2.1182408518
287,0.01435000,CH1,1.8242483115
288,0.01440000,CH1,1.4736903517
289,0.01445000,CH1,0.8729659401
290,0.01450000,CH1,0.2550081357
291,0.01455000,CH1,-0.3817371794
292,0.01460000,CH1,-0.8944437543
293,0.01465000,CH1,-1.3983463950
294,0.01470000,CH1,-1.6410356489
295,0.01475000,CH1,-1.7359097518
296,0.01480000,CH1,-1.6406263409
297,0.01485000,CH1,-1.4392889739
298,0.01490000,CH1,-0.9540910540
299,0.01495000,CH1,-0.3352169010
300,0.01500000,CH1,0.2331134107
301,0.01505000,CH1,0.8453432311
302,0.01510000,CH1,1.4024146949
303,0.01515000,CH1,1.8407646051
304,0.01520000,CH1,2.1886320967
305,0.01525000,CH1,2.2505412868
306,0.01530000,CH1,2.2071379476
307,0.01535000,CH1,1.8745775121
308,0.01540000,CH1,1.4381285186
309,0.01545000,CH1,0.8773538325
310,0.01550000,CH1,0.2461738685
311,0.01555000,CH1,-0.3218305660
312,0.01560000,CH1,-0.9687910140
313,0.01565000,CH1,-1.2955562353
314,0.01570000,CH1,-1.6424168306
315,0.01575000,CH1,-1.7268033608
316,0.01580000,CH1,-1.6883295940
317,0.01585000,CH1,-1.3241560524
318,0.01590000,CH1,-0.9142420995
319,0.01595000,CH1,-0.3288456247
320,0.01600000,CH1,0.2430229237
321,0.01605000,CH1,0.8881521277
322,0.01610000,CH1,1.4317301899
323,0.01615000,CH1,1.8830491913
324,0.01620000,CH1,2.1270373414
325,0.01625000,CH1,2.2509393766
326,0.01630000,CH1,2.1507011744
327,0.01635000,CH1,1.9013484360
328,0.01640000,CH1,1.4422733426
329,0.01645000,CH1,0.9031264648
330,0.01650000,CH1,0.2660435680
331,0.01655000,CH1,-0.3143612986
332,0.01660000,CH1,-0.8804700721
333,0.01665000,CH1,-1.3406976143
334,0.01670000,CH1,-1.6361022457
335,0.01675000,CH1,-1.7994945510
336,0.01680000,CH1,-1.6440874921
337,0.01685000,CH1,-1.3074617691
338,0.01690000,CH1,-0.9317225185
339,0.01695000,CH1,-0.3780238479
340,0.01700000,CH1,0.2602892932
341,0.01705000,CH1,0.8541859834
342,0.01710000,CH1,1.4307289524
343,0.01715000,CH1,1.7564441055
344,0.01720000,CH1,2.1096808779
345,0.01725000,CH1,2.2240412352
346,0.01730000,CH1,2.1863908675
347,0.01735000,CH1,1.8627047033
348,0.01740000,CH1,1.4053147661
349,0.01745000,CH1,0.9263631472
350,0.01750000,CH1,0.3149614540
351,0.01755000,CH1,-0.3987440045
352,0.01760000,CH1,-0.8907834678
353,0.01765000,CH1,-1.3604095694
354,0.01770000,CH1,-1.6539586962
355,0.01775000,CH1,-1.7546605735
356,0.01780000,CH1,-1.6928559425
357,0.01785000,CH1,-1.3338526508
358,0.01790000,CH1,-0.9688744594
359,0.01795000,CH1,-0.3581426571
360,0.01800000,CH1,0.2258183937
361,0.01805000,CH1,0.8276302471
362,0.01810000,CH1,1.3400090913
363,0.01815000,CH1,1.8378578210
364,0.01820000,CH1,2.1828030295
365,0.01825000,CH1,2.2690625238
366,0.01830000,CH1,2.1339610663
367,0.01835000,CH1,1.8718338440
368,0.01840000,CH1,1.3982036723
369,0.01845000,CH1,0.8047248038
370,0.01850000,CH1,0.2884293347
371,0.01855000,CH1,-0.3605965472
372,0.01860000,CH1,-0.9234285784
373,0.01865000,CH1,-1.3600015799
374,0.01870000,CH1,-1.6397593756
375,0.01875000,CH1,-1.6770757663
376,0.01880000,CH1,-1.6493424271
377,0.01885000,CH1,-1.3352299493
378,0.01890000,CH1,-0.9286821244
379,0.01895000,CH1,-0.3756782934
380,0.01900000,CH1,0.2573410523
381,0.01905000,CH1,0.8866238828
382,0.01910000,CH1,1.4806064663
383,0.01915000,CH1,1.9016020272
384,0.01920000,CH1,2.1111875084
385,0.01925000,CH1,2.2901323251
386,0.01930000,CH1,2.1270001597
387,0.01935000,CH1,1.9091605619
388,0.01940000,CH1,1.4747585393
389,0.01945000,CH1,0.8880960084
390,0.01950000,CH1,0.2245462992
391,0.01955000,CH1,-0.3560313284
392,0.01960000,CH1,-0.9559554217
393,0.01965000,CH1,-1.3901539081
394,0.01970000,CH1,-1.6580875888
395,0.01975000,CH1,-1.7514652814
396,0.01980000,CH1,-1.6584051194
397,0.01985000,CH1,-1.3810168195
398,0.01990000,CH1,-0.9378211037
399,0.01995000,CH1,-0.4090347504
400,0.02000000,CH1,0.2524291817
401,0.02005000,CH1,0.8476711528
402,0.02010000,CH1,1.3801913692
403,0.02015000,CH1,1.8591415080
404,0.02020000,CH1,2.1114783346
405,0.02025000,CH1,2.2032582553
406,0.02030000,CH1,2.1583214015
407,0.02035000,CH1,1.8244053108
408,0.02040000,CH1,1.4319851196
409,0.02045000,CH1,0.8364382382
410,0.02050000,CH1,0.2295215809
411,0.02055000,CH1,-0.3563626349
412,0.02060000,CH1,-0.9321696060
413,0.02065000,CH1,-1.3604152027
414,0.02070000,CH1,-1.6052432791
415,0.02075000,CH1,-1.7626978766
416,0.02080000,CH1,-1.7027977636
417,0.02085000,CH1,-1.3473241780
418,0.02090000,CH1,-0.8965468235
419,0.02095000,CH1,-0.3603884811
420,0.02100000,CH1,0.2436962651
421,0.02105000,CH1,0.8736252837
422,0.02110000,CH1,1.4689985925
423,0.02115000,CH1,1.8322238724
424,0.02120000,CH1,2.2036694427
425,0.02125000,CH1,2.2504314435
426,0.02130000,CH1,2.1759166950
427,0.02135000,CH1,1.8719145845
428,0.02140000,CH1,1.4156539744
429,0.02145000,CH1,0.8631968232
430,0.02150000,CH1,0.2541658191
431,0.02155000,CH1,-0.3618383020
432,0.02160000,CH1,-0.9831251354
433,0.02165000,CH1,-1.3922621142
434,0.02170000,CH1,-1.6530852617
435,0.02175000,CH1,-1.7147440643
436,0.02180000,CH1,-1.6339204872
437,0.02185000,CH1,-1.3456143893
438,0.02190000,CH1,-0.9253730129
439,0.02195000,CH1,-0.3617398734
440,0.02200000,CH1,0.2595019981
441,0.02205000,CH1,0.8764329442
442,0.02210000,CH1,1.4556083684
443,0.02215000,CH1,1.9099204692
444,0.02220000,CH1,2.1364160963
445,0.02225000,CH1,2.1966757681
446,0.02230000,CH1,2.1594078548
447,0.02235000,CH1,1.8375555864
448,0.02240000,CH1,1.3946155597
449,0.02245000,CH1,0.8753833397
450,0.02250000,CH1,0.2598907327
451,0.02255000,CH1,-0.3989118000
452,0.02260000,CH1,-0.9370313253
453,0.02265000,CH1,-1.3802712652
454,0.02270000,CH1,-1.6902052877
455,0.02275000,CH1,-1.7405593363
456,0.02280000,CH1,-1.6702096376
457,0.02285000,CH1,-1.3657561179
458,0.02290000,CH1,-0.9236354200
459,0.02295000,CH1,-0.3603268123
460,0.02300000,CH1,0.2361440385
461,0.02305000,CH1,0.8216047877
462,0.02310000,CH1,1.3721305041
463,0.02315000,CH1,1.8464852279
464,0.02320000,CH1,2.1438176572
465,0.02325000,CH1,2.3085972395
466,0.02330000,CH1,2.1256329863
467,0.02335000,CH1,1.8465445405
468,0.02340000,CH1,1.4801082641
469,0.02345000,CH1,0.8561902596
470,0.02350000,CH1,0.2689957915
471,0.02355000,CH1,-0.3251517067
472,0.02360000,CH1,-0.8840501753
473,0.02365000,CH1,-1.4040379167
474,0.02370000,CH1,-1.6608022402
475,0.02375000,CH1,-1.7599358517
476,0.02380000,CH1,-1.6667234376
477,0.02385000,CH1,-1.3783298499
478,0.02390000,CH1,-0.9503173766
479,0.02395000,CH1,-0.3834179018
480,0.02400000,CH1,0.2290248180
481,0.02405000,CH1,0.8788509761
482,0.02410000,CH1,1.4763053670
483,0.02415000,CH1,1.8776678181
484,0.02420000,CH1,2.1377023003
485,0.02425000,CH1,2.2198879168
486,0.02430000,CH1,2.1890329325
487,0.02435000,CH1,1.9587071256
488,0.02440000,CH1,1.4429935697
489,0.02445000,CH1,0.8558219642
490,0.02450000,CH1,0.2745951236
491,0.02455000,CH1,-0.3742793713
492,0.02460000,CH1,-0.9166124753
493,0.02465000,CH1,-1.3589371248
494,0.02470000,CH1,-1.6532237654
495,0.02475000,CH1,-1.8059177979
496,0.02480000,CH1,-1.6504395960
497,0.02485000,CH1,-1.4044744944
498,0.02490000,CH1,-0.9291747776
499,0.02495000,CH1,-0.3819281293
500,0.02500000,CH1,0.1974023974
501,0.02505000,CH1,0.8482426495
502,0.02510000,CH1,1.4073318302
503,0.02515000,CH1,1.8992674680
504,0.02520000,CH1,2.1417723367
505,0.02525000,CH1,2.2805677805
506,0.02530000,CH1,2.1715817710
507,0.02535000,CH1,1.8541836424
508,0.02540000,CH1,1.3961533479
509,0.02545000,CH1,0.8850026847
510,0.02550000,CH1,0.2144856832
511,0.02555000,CH1,-0.3485842112
512,0.02560000,CH1,-0.9104182141
513,0.02565000,CH1,-1.3856542210
514,0.02570000,CH1,-1.6208108341
515,0.02575000,CH1,-1.7572094415
516,0.02580000,CH1,-1.6299780556
517,0.02585000,CH1,-1.3972113875
518,0.02590000,CH1,-0.9387543298
519,0.02595000,CH1,-0.4179948539
520,0.02600000,CH1,0.2136825955
521,0.02605000,CH1,0.8825276539
522,0.02610000,CH1,1.4033076896
523,0.02615000,CH1,1.8842659114
524,0.02620000,CH1,2.1721035647
525,0.02625000,CH1,2.2227060503
526,0.02630000,CH1,2.1676431966
527,0.02635000,CH1,1.9034526911
528,0.02640000,CH1,1.4263991383
529,0.02645000,CH1,0.8683489818
530,0.02650000,CH1,0.3021332765
531,0.02655000,CH1,-0.3325253390
532,0.02660000,CH1,-0.9893432397
533,0.02665000,CH1,-1.3809247107
534,0.02670000,CH1,-1.6417547653
535,0.02675000,CH1,-1.7374740965
536,0.02680000,CH1,-1.6542163224
537,0.02685000,CH1,-1.3706770206
538,0.02690000,CH1,-0.8511183503
539,0.02695000,CH1,-0.3643493430
540,0.02700000,CH1,0.2768916631
541,0.02705000,CH1,0.8214706697
542,0.02710000,CH1,1.4521643221
543,0.02715000,CH1,1.7924718606
544,0.02720000,CH1,2.1550064641
545,0.02725000,CH1,2.2283118519
546,0.02730000,CH1,2.1582720800
547,0.02735000,CH1,1.9262335141
548,0.02740000,CH1,1.4744818770
549,0.02745000,CH1,0.8729892913
550,0.02750000,CH1,0.3064500068
551,0.02755000,CH1,-0.3249159691
552,0.02760000,CH1,-0.9233658575
553,0.02765000,CH1,-1.3437862666
554,0.02770000,CH1,-1.6469728369
555,0.02775000,CH1,-1.7407365076
556,0.02780000,CH1,-1.6893868763
557,0.02785000,CH1,-1.3870908143
558,0.02790000,CH1,-0.9486915875
559,0.02795000,CH1,-0.3337043763
560,0.02800000,CH1,0.2316623960
561,0.02805000,CH1,0.8901732999
562,0.02810000,CH1,1.4733792557
563,0.02815000,CH1,1.8405015569
564,0.02820000,CH1,2.1525702738
565,0.02825000,CH1,2.1896287430
566,0.02830000,CH1,2.1419406968
567,0.02835000,CH1,1.9118797026
568,0.02840000,CH1,1.4503019943
569,0.02845000,CH1,0.8164560698
570,0.02850000,CH1,0.2036247907
571,0.02855000,CH1,-0.4014400146
572,0.02860000,CH1,-0.9424570898
573,0.02865000,CH1,-1.3651789416
574,0.02870000,CH1,-1.6275358552
575,0.02875000,CH1,-1.7455138975
576,0.02880000,CH1,-1.6577770726
577,0.02885000,CH1,-1.3501261996
578,0.02890000,CH1,-0.9525377297
579,0.02895000,CH1,-0.4189109803
580,0.02900000,CH1,0.2478437743
581,0.02905000,CH1,0.8582673459
582,0.02910000,CH1,1.4247329740
583,0.02915000,CH1,1.8816544554
584,0.02920000,CH1,2.1692858693
585,0.02925000,CH1,2.2374091644
586,0.02930000,CH1,2.1216260286
587,0.02935000,CH1,1.9029116329
588,0.02940000,CH1,1.4409025624
589,0.02945000,CH1,0.8378901853
590,0.02950000,CH1,0.2496258872
591,0.02955000,CH1,-0.3521894088
592,0.02960000,CH1,-0.8844445950
593,0.02965000,CH1,-1.3864476888
594,0.02970000,CH1,-1.7076262814
595,0.02975000,CH1,-1.7760895497
596,0.02980000,CH1,-1.6608377668
597,0.02985000,CH1,-1.4357845961
598,0.02990000,CH1,-0.9298721016
599,0.02995000,CH1,-0.4258877505
600,0.03000000,CH1,0.2595921597
601,0.03005000,CH1,0.9114052961
602,0.03010000,CH1,1.4450619668
603,0.03015000,CH1,1.8946839254
604,0.03020000,CH1,2.1189300635
605,0.03025000,CH1,2.2074286390
606,0.03030000,CH1,2.2080488506
607,0.03035000,CH1,1.9177563834
608,0.03040000,CH1,1.4228982585
609,0.03045000,CH1,0.8699248544
610,0.03050000,CH1,0.2503696469
611,0.03055000,CH1,-0.3965216727
612,0.03060000,CH1,-0.9453360965
613,0.03065000,CH1,-1.4431676867
614,0.03070000,CH1,-1.6832678890
615,0.03075000,CH1,-1.7649796385
616,0.03080000,CH1,-1.6977139943
617,0.03085000,CH1,-1.3827456392
618,0.03090000,CH1,-0.8987155878
619,0.03095000,CH1,-0.3325905089
620,0.03100000,CH1,0.2477062790
621,0.03105000,CH1,0.8281336946
622,0.03110000,CH1,1.3941198251
623,0.03115000,CH1,1.8198512984
624,0.03120000,CH1,2.1731282764
625,0.03125000,CH1,2.2474937073
626,0.03130000,CH1,2.1656954014
627,0.03135000,CH1,1.8635669995
628,0.03140000,CH1,1.3984063509
629,0.03145000,CH1,0.8906480361
630,0.03150000,CH1,0.2236820390
631,0.03155000,CH1,-0.3895529933
632,0.03160000,CH1,-0.9427796890
633,0.03165000,CH1,-1.3937395815
634,0.03170000,CH1,-1.6242974476
635,0.03175000,CH1,-1.7784270303
636,0.03180000,CH1,-1.6218844925
637,0.03185000,CH1,-1.4272936922
638,0.03190000,CH1,-0.9217223590
639,0.03195000,CH1,-0.3584554589
640,0.03200000,CH1,0.2359767971
641,0.03205000,CH1,0.8437357209
642,0.03210000,CH1,1.4663293327
643,0.03215000,CH1,1.8248298987
644,0.03220000,CH1,2.1511790315
645,0.03225000,CH1,2.2423520885
646,0.03230000,CH1,2.1160490461
647,0.03235000,CH1,1.8376134883
648,0.03240000,CH1,1.4408910889
649,0.03245000,CH1,0.8672945659
650,0.03250000,CH1,0.2913970655
651,0.03255000,CH1,-0.3885299244
652,0.03260000,CH1,-0.8957191763
653,0.03265000,CH1,-1.3226454638
654,0.03270000,CH1,-1.6728708122
655,0.03275000,CH1,-1.7265012244
656,0.03280000,CH1,-1.6448871353
657,0.03285000,CH1,-1.3120943087
658,0.03290000,CH1,-0.9397280862
659,0.03295000,CH1,-0.3352684531
660,0.03300000,CH1,0.2898689633
661,0.03305000,CH1,0.8552037684
662,0.03310000,CH1,1.4577565336
663,0.03315000,CH1,1.8666001992
664,0.03320000,CH1,2.1998147960
665,0.03325000,CH1,2.2130103630
666,0.03330000,CH1,2.1406209493
667,0.03335000,CH1,1.9068414759
668,0.03340000,CH1,1.4464338969
669,0.03345000,CH1,0.8797855598
670,0.03350000,CH1,0.2762042506
671,0.03355000,CH1,-0.3852809828
672,0.03360000,CH1,-0.9029653719
673,0.03365000,CH1,-1.3761789675
674,0.03370000,CH1,-1.6673365035
675,0.03375000,CH1,-1.7467710051
676,0.03380000,CH1,-1.6160413416
677,0.03385000,CH1,-1.3444701608
678,0.03390000,CH1,-0.8607517850
679,0.03395000,CH1,-0.3432011394
680,0.03400000,CH1,0.2642684462
681,0.03405000,CH1,0.8969025890
682,0.03410000,CH1,1.4186119360
683,0.03415000,CH1,1.8607061021
684,0.03420000,CH1,2.1889811506
685,0.03425000,CH1,2.2927317942
686,0.03430000,CH1,2.1634528374
687,0.03435000,CH1,1.8991998955
688,0.03440000,CH1,1.3660625662
689,0.03445000,CH1,0.8793516186
690,0.03450000,CH1,0.2767945135
691,0.03455000,CH1,-0.3632623477
692,0.03460000,CH1,-0.9562635851
693,0.03465000,CH1,-1.4590726566
694,0.03470000,CH1,-1.6325755721
695,0.03475000,CH1,-1.7310003524
696,0.03480000,CH1,-1.6668969812
697,0.03485000,CH1,-1.3543693386
698,0.03490000,CH1,-0.9045926875
699,0.03495000,CH1,-0.3984920762
700,0.03500000,CH1,0.2401425844
701,0.03505000,CH1,0.8541949204
702,0.03510000,CH1,1.4179158845
703,0.03515000,CH1,1.8626037621
704,0.03520000,CH1,2.1338017338
705,0.03525000,CH1,2.2531697582
706,0.03530000,CH1,2.1642695713
707,0.03535000,CH1,1.8895768947
708,0.03540000,CH1,1.4023436614
709,0.03545000,CH1,0.8255688245
710,0.03550000,CH1,0.3001473047
711,0.03555000,CH1,-0.3344140015
712,0.03560000,CH1,-0.9207618727
713,0.03565000,CH1,-1.3679011929
714,0.03570000,CH1,-1.6048642812
715,0.03575000,CH1,-1.7399784953
716,0.03580000,CH1,-1.6412499218
717,0.03585000,CH1,-1.3883767452
