index,time_s,channel,value
94,0.00470000,CH2,-1.4615000887
95,0.00475000,CH2,-1.3013495223
96,0.00480000,CH2,-0.9513772631
97,0.00485000,CH2,-0.4853465245
98,0.00490000,CH2,0.0035343464
99,0.00495000,CH2,0.6023251921
100,0.00500000,CH2,1.0435860818
101,0.00505000,CH2,1.4280179669
102,0.00510000,CH2,1.6948105351
103,0.00515000,CH2,1.6277944550
104,0.00520000,CH2,1.3214086914
105,0.00525000,CH2,0.9388837601
106,0.00530000,CH2,0.4990704781
107,0.00535000,CH2,-0.0007265569
108,0.00540000,CH2,-0.4403248149
109,0.00545000,CH2,-0.8580592312
110,0.00550000,CH2,-1.1914477006
111,0.00555000,CH2,-1.4180076697
112,0.00560000,CH2,-1.5273257927
113,0.00565000,CH2,-1.6808035017
114,0.00570000,CH2,-1.5063548187
115,0.00575000,CH2,-1.2564594585
116,0.00580000,CH2,-0.9411508989
117,0.00585000,CH2,-0.5617061483
118,0.00590000,CH2,0.0753349080
119,0.00595000,CH2,0.5709714322
120,0.00600000,CH2,1.0531024704
121,0.00605000,CH2,1.4452635690
122,0.00610000,CH2,1.6285981081
123,0.00615000,CH2,1.5384046916
124,0.00620000,CH2,1.3883025169
125,0.00625000,CH2,0.9735369850
126,0.00630000,CH2,0.5219770445
127,0.00635000,CH2,-0.0110536020
128,0.00640000,CH2,-0.4773138496
129,0.00645000,CH2,-0.8784520974
130,0.00650000,CH2,-1.1775863897
131,0.00655000,CH2,-1.4248021231
132,0.00660000,CH2,-1.5787115791
133,0.00665000,CH2,-1.5801189531
134,0.00670000,CH2,-1.5410504631
135,0.00675000,CH2,-1.3058864836
136,0.00680000,CH2,-0.9601625551
137,0.00685000,CH2,-0.5068125359
138,0.00690000,CH2,-0.0138520992
139,0.00695000,CH2,0.6084590660
140,0.00700000,CH2,1.1343124308
141,0.00705000,CH2,1.4908364481
142,0.00710000,CH2,1.6392619929
143,0.00715000,CH2,1.6160907152
144,0.00720000,CH2,1.3545018169
145,0.00725000,CH2,0.9694280803
146,0.00730000,CH2,0.5102663792
147,0.00735000,CH2,0.0273211296
148,0.00740000,CH2,-0.4128613862
149,0.00745000,CH2,-0.8846477145
150,0.00750000,CH2,-1.1527008589
151,0.00755000,CH2,-1.3964415615
152,0.00760000,CH2,-1.5094925122
153,0.00765000,CH2,-1.5392183529
154,0.00770000,CH2,-1.4195394094
155,0.00775000,CH2,-1.3273960670
156,0.00780000,CH2,-0.9049857717
157,0.00785000,CH2,-0.5245630717
158,0.00790000,CH2,0.0415903198
159,0.00795000,CH2,0.5902963880
160,0.00800000,CH2,1.0847610385
161,0.00805000,CH2,1.4528136075
162,0.00810000,CH2,1.5864687845
163,0.00815000,CH2,1.5646169061
164,0.00820000,CH2,1.2901191790
165,0.00825000,CH2,0.9844255243
166,0.00830000,CH2,0.5247703496
167,0.00835000,CH2,0.0099920731
168,0.00840000,CH2,-0.4458873446
169,0.00845000,CH2,-0.8458554340
170,0.00850000,CH2,-1.1425005250
171,0.00855000,CH2,-1.3778487103
172,0.00860000,CH2,-1.5143984382
173,0.00865000,CH2,-1.5318038394
174,0.00870000,CH2,-1.5219776862
175,0.00875000,CH2,-1.3300374176
176,0.00880000,CH2,-0.9043924512
177,0.00885000,CH2,-0.5096591719
178,0.00890000,CH2,-0.0017647677
179,0.00895000,CH2,0.6377510450
180,0.00900000,CH2,1.1705354180
181,0.00905000,CH2,1.4888367096
182,0.00910000,CH2,1.6559077523
183,0.00915000,CH2,1.5535571871
184,0.00920000,CH2,1.3493918317
185,0.00925000,CH2,0.9961804132
186,0.00930000,CH2,0.4434970964
187,0.00935000,CH2,0.0007853965
188,0.00940000,CH2,-0.5216969565
189,0.00945000,CH2,-0.8329711589
190,0.00950000,CH2,-1.1866808354
191,0.00955000,CH2,-1.4205817286
192,0.00960000,CH2,-1.5553398314
193,0.00965000,CH2,-1.6181451793
194,0.00970000,CH2,-1.4665765669
195,0.00975000,CH2,-1.2672271265
196,0.00980000,CH2,-0.9436910787
197,0.00985000,CH2,-0.4867085332
198,0.00990000,CH2,0.0323436234
199,0.00995000,CH2,0.6514196324
200,0.01000000,CH2,1.1046601233
201,0.01005000,CH2,1.5051615744
202,0.01010000,CH2,1.6427176899
203,0.01015000,CH2,1.6057610599
204,0.01020000,CH2,1.3946410940
205,0.01025000,CH2,0.9438628976
206,0.01030000,CH2,0.4428675402
207,0.01035000,CH2,0.0526348694
208,0.01040000,CH2,-0.3871730130
209,0.01045000,CH2,-0.8793935258
210,0.01050000,CH2,-1.1211392348
211,0.01055000,CH2,-1.3556648834
212,0.01060000,CH2,-1.5094924640
213,0.01065000,CH2,-1.6564304720
214,0.01070000,CH2,-1.4596578657
215,0.01075000,CH2,-1.2947090286
216,0.01080000,CH2,-0.9447898506
217,0.01085000,CH2,-0.4976678927
218,0.01090000,CH2,0.0805142499
219,0.01095000,CH2,0.5556195944
220,0.01100000,CH2,1.0794072975
221,0.01105000,CH2,1.4121685506
222,0.01110000,CH2,1.6489953379
223,0.01115000,CH2,1.6407103744
224,0.01120000,CH2,1.3210884310
225,0.01125000,CH2,0.9452295437
226,0.01130000,CH2,0.5034308603
227,0.01135000,CH2,-0.0180509669
228,0.01140000,CH2,-0.4343103128
229,0.01145000,CH2,-0.8592401595
230,0.01150000,CH2,-1.2117539272
231,0.01155000,CH2,-1.4061535794
232,0.01160000,CH2,-1.5452885181
233,0.01165000,CH2,-1.5640540548
234,0.01170000,CH2,-1.5490889474
235,0.01175000,CH2,-1.2697069168
236,0.01180000,CH2,-0.9357189754
237,0.01185000,CH2,-0.5072384763
238,0.01190000,CH2,-0.0003750004
239,0.01195000,CH2,0.5936950875
240,0.01200000,CH2,1.1283502506
241,0.01205000,CH2,1.4823029223
242,0.01210000,CH2,1.6660961548
243,0.01215000,CH2,1.5963775720
244,0.01220000,CH2,1.4242962457
245,0.01225000,CH2,0.9641066399
246,0.01230000,CH2,0.5106469203
247,0.01235000,CH2,0.0003835361
248,0.01240000,CH2,-0.4566452243
249,0.01245000,CH2,-0.8787451709
250,0.01250000,CH2,-1.1489659909
251,0.01255000,CH2,-1.3620212937
252,0.01260000,CH2,-1.4816086462
253,0.01265000,CH2,-1.5842330723
254,0.01270000,CH2,-1.4979898667
255,0.01275000,CH2,-1.3307030817
256,0.01280000,CH2,-0.9226946602
257,0.01285000,CH2,-0.4545515129
258,0.01290000,CH2,0.0338608541
259,0.01295000,CH2,0.6280070235
260,0.01300000,CH2,1.1218554714
261,0.01305000,CH2,1.3993602578
262,0.01310000,CH2,1.6579674790
263,0.01315000,CH2,1.5688087163
264,0.01320000,CH2,1.3349186371
265,0.01325000,CH2,0.9333264685
266,0.01330000,CH2,0.5672194233
267,0.01335000,CH2,0.0201454982
268,0.01340000,CH2,-0.4291448083
269,0.01345000,CH2,-0.7271402796
270,0.01350000,CH2,-1.1959873976
271,0.01355000,CH2,-1.3515735238
272,0.01360000,CH2,-1.5309769003
273,0.01365000,CH2,-1.5071661340
274,0.01370000,CH2,-1.5282061314
275,0.01375000,CH2,-1.2649687245
276,0.01380000,CH2,-0.9925331760
277,0.01385000,CH2,-0.4983466363
278,0.01390000,CH2,0.0357547331
279,0.01395000,CH2,0.5653865691
280,0.01400000,CH2,1.1185803590
281,0.01405000,CH2,1.4711726566
282,0.01410000,CH2,1.6547553721
283,0.01415000,CH2,1.6293158497
284,0.01420000,CH2,1.3153557141
285,0.01425000,CH2,0.9788376665
286,0.01430000,CH2,0.4415156523
287,0.01435000,CH2,0.0071421062
288,0.01440000,CH2,-0.4140635762
289,0.01445000,CH2,-0.8318956780
290,0.01450000,CH2,-1.1940434437
291,0.01455000,CH2,-1.3519544146
292,0.01460000,CH2,-1.5942964934
293,0.01465000,CH2,-1.5910852999
294,0.01470000,CH2,-1.5076121816
295,0.01475000,CH2,-1.2869028276
296,0.01480000,CH2,-0.9769991163
297,0.01485000,CH2,-0.4754846371
298,0.01490000,CH2,0.0581847708
299,0.01495000,CH2,0.5628530418
300,0.01500000,CH2,1.0182674954
301,0.01505000,CH2,1.4608633892
302,0.01510000,CH2,1.6678961687
303,0.01515000,CH2,1.5660521496
304,0.01520000,CH2,1.3231335086
305,0.01525000,CH2,1.0088667750
306,0.01530000,CH2,0.4937409345
307,0.01535000,CH2,-0.0727286522
308,0.01540000,CH2,-0.4578087230
309,0.01545000,CH2,-0.8345969998
310,0.01550000,CH2,-1.1823204311
311,0.01555000,CH2,-1.4424681758
312,0.01560000,CH2,-1.5495080990
313,0.01565000,CH2,-1.5190609606
314,0.01570000,CH2,-1.5019064125
315,0.01575000,CH2,-1.3209120438
316,0.01580000,CH2,-0.9091230055
317,0.01585000,CH2,-0.4455190373
318,0.01590000,CH2,0.0839123636
319,0.01595000,CH2,0.5940906520
320,0.01600000,CH2,1.0689312703
321,0.01605000,CH2,1.5241328315
322,0.01610000,CH2,1.6694036989
323,0.01615000,CH2,1.5633721800
324,0.01620000,CH2,1.3839197052
325,0.01625000,CH2,0.9690196486
326,0.01630000,CH2,0.5061555790
327,0.01635000,CH2,-0.0271414917
328,0.01640000,CH2,-0.4179223224
329,0.01645000,CH2,-0.8811765464
330,0.01650000,CH2,-1.1285330788
331,0.01655000,CH2,-1.3793079844
332,0.01660000,CH2,-1.5498997062
333,0.01665000,CH2,-1.6129002561
334,0.01670000,CH2,-1.5094248722
335,0.01675000,CH2,-1.2334887717
336,0.01680000,CH2,-0.8671964364
337,0.01685000,CH2,-0.4919810127
338,0.01690000,CH2,-0.0242775396
339,0.01695000,CH2,0.5406085183
340,0.01700000,CH2,1.0843579341
341,0.01705000,CH2,1.3620950614
342,0.01710000,CH2,1.5697289092
343,0.01715000,CH2,1.6070141016
344,0.01720000,CH2,1.3618341743
345,0.01725000,CH2,0.9576011131
346,0.01730000,CH2,0.5233592158
347,0.01735000,CH2,-0.0516890176
348,0.01740000,CH2,-0.4834869084
349,0.01745000,CH2,-0.8698656510
350,0.01750000,CH2,-1.1187389665
351,0.01755000,CH2,-1.4135669127
352,0.01760000,CH2,-1.5843719085
353,0.01765000,CH2,-1.6346365685
354,0.01770000,CH2,-1.4270963539
355,0.01775000,CH2,-1.2461445261
356,0.01780000,CH2,-0.9589910142
357,0.01785000,CH2,-0.5487761525
358,0.01790000,CH2,0.0893701424
359,0.01795000,CH2,0.5442978456
360,0.01800000,CH2,1.1068328593
361,0.01805000,CH2,1.4605050705
362,0.01810000,CH2,1.6140406464
363,0.01815000,CH2,1.6389481122
364,0.01820000,CH2,1.3575986588
365,0.01825000,CH2,0.9862686905
366,0.01830000,CH2,0.4821569840
367,0.01835000,CH2,-0.0193571340
368,0.01840000,CH2,-0.4777778727
369,0.01845000,CH2,-0.7845650613
370,0.01850000,CH2,-1.1319086876
371,0.01855000,CH2,-1.3612853257
372,0.01860000,CH2,-1.5112672719
373,0.01865000,CH2,-1.5918063859
374,0.01870000,CH2,-1.4573017999
375,0.01875000,CH2,-1.3404556402
376,0.01880000,CH2,-0.9863913142
377,0.01885000,CH2,-0.5090740886
378,0.01890000,CH2,0.0263400401
379,0.01895000,CH2,0.6146434433
380,0.01900000,CH2,1.0414149684
381,0.01905000,CH2,1.3992619316
382,0.01910000,CH2,1.6287488992
383,0.01915000,CH2,1.5968072861
384,0.01920000,CH2,1.3499497885
385,0.01925000,CH2,0.9862959223
386,0.01930000,CH2,0.4764321683
387,0.01935000,CH2,0.0524404663
388,0.01940000,CH2,-0.4845658980
389,0.01945000,CH2,-0.8400341476
390,0.01950000,CH2,-1.1310136585
391,0.01955000,CH2,-1.3889169878
392,0.01960000,CH2,-1.4948371597
393,0.01965000,CH2,-1.5505565314
394,0.01970000,CH2,-1.4547577354
395,0.01975000,CH2,-1.2947360535
396,0.01980000,CH2,-0.9281499172
397,0.01985000,CH2,-0.4585805754
398,0.01990000,CH2,0.0178436755
399,0.01995000,CH2,0.5675295816
400,0.02000000,CH2,1.0661799433
401,0.02005000,CH2,1.4717249737
402,0.02010000,CH2,1.6366473105
403,0.02015000,CH2,1.6242483671
404,0.02020000,CH2,1.3609559441
405,0.02025000,CH2,0.9769828062
406,0.02030000,CH2,0.5543245688
407,0.02035000,CH2,0.0184557660
408,0.02040000,CH2,-0.4712371873
409,0.02045000,CH2,-0.8739028376
410,0.02050000,CH2,-1.1924473640
411,0.02055000,CH2,-1.3968009070
412,0.02060000,CH2,-1.4614029544
413,0.02065000,CH2,-1.5440149599
414,0.02070000,CH2,-1.5011668281
415,0.02075000,CH2,-1.2947235336
416,0.02080000,CH2,-0.8958876960
417,0.02085000,CH2,-0.4869333747
418,0.02090000,CH2,0.0193412478
419,0.02095000,CH2,0.5704274332
420,0.02100000,CH2,1.0860497184
421,0.02105000,CH2,1.4526687206
422,0.02110000,CH2,1.5670581324
423,0.02115000,CH2,1.5466009653
424,0.02120000,CH2,1.3475118480
425,0.02125000,CH2,0.9812002632
426,0.02130000,CH2,0.5124929483
427,0.02135000,CH2,-0.0204521015
428,0.02140000,CH2,-0.4506226021
429,0.02145000,CH2,-0.8739559743
430,0.02150000,CH2,-1.2004392993
431,0.02155000,CH2,-1.3939109113
432,0.02160000,CH2,-1.5569600425
433,0.02165000,CH2,-1.5392033822
434,0.02170000,CH2,-1.4905492269
435,0.02175000,CH2,-1.2977380312
436,0.02180000,CH2,-0.8998206079
437,0.02185000,CH2,-0.5122886067
438,0.02190000,CH2,0.0642020247
439,0.02195000,CH2,0.5333730514
440,0.02200000,CH2,1.1491530823
441,0.02205000,CH2,1.4923001343
442,0.02210000,CH2,1.6547845934
443,0.02215000,CH2,1.5854015272
444,0.02220000,CH2,1.3573302666
445,0.02225000,CH2,0.9881355742
446,0.02230000,CH2,0.4591149564
447,0.02235000,CH2,-0.0272087593
448,0.02240000,CH2,-0.4459170745
449,0.02245000,CH2,-0.8372391249
450,0.02250000,CH2,-1.1469755244
451,0.02255000,CH2,-1.3431937890
452,0.02260000,CH2,-1.4824215074
453,0.02265000,CH2,-1.5058964353
454,0.02270000,CH2,-1.5070174179
455,0.02275000,CH2,-1.2954005123
456,0.02280000,CH2,-0.9791380736
457,0.02285000,CH2,-0.4452625345
458,0.02290000,CH2,0.0447324139
459,0.02295000,CH2,0.5983956946
460,0.02300000,CH2,1.1519757915
461,0.02305000,CH2,1.4547478982
462,0.02310000,CH2,1.6173350868
463,0.02315000,CH2,1.5838814041
464,0.02320000,CH2,1.2512058386
465,0.02325000,CH2,1.0128435886
466,0.02330000,CH2,0.5906973850
467,0.02335000,CH2,-0.0020504175
468,0.02340000,CH2,-0.3422599194
469,0.02345000,CH2,-0.8411381823
470,0.02350000,CH2,-1.1324884058
471,0.02355000,CH2,-1.4023782814
472,0.02360000,CH2,-1.5449410363
473,0.02365000,CH2,-1.5758748645
474,0.02370000,CH2,-1.5223753351
475,0.02375000,CH2,-1.3071397117
476,0.02380000,CH2,-0.9191727763
477,0.02385000,CH2,-0.5815428712
478,0.02390000,CH2,0.0818721479
479,0.02395000,CH2,0.5534067898
480,0.02400000,CH2,1.1435919879
481,0.02405000,CH2,1.5351044412
482,0.02410000,CH2,1.6320195808
483,0.02415000,CH2,1.6218558599
484,0.02420000,CH2,1.2858260382
485,0.02425000,CH2,0.9148419069
486,0.02430000,CH2,0.4738368779
487,0.02435000,CH2,0.0559793264
488,0.02440000,CH2,-0.3688546396
489,0.02445000,CH2,-0.8999221936
490,0.02450000,CH2,-1.1893000305
491,0.02455000,CH2,-1.3677863919
492,0.02460000,CH2,-1.5683609094
493,0.02465000,CH2,-1.7057001031
494,0.02470000,CH2,-1.5238739723
495,0.02475000,CH2,-1.2961701094
496,0.02480000,CH2,-0.9289432476
497,0.02485000,CH2,-0.5222142931
498,0.02490000,CH2,0.0604797386
499,0.02495000,CH2,0.5758742011
500,0.02500000,CH2,1.0629406614
501,0.02505000,CH2,1.3329565473
502,0.02510000,CH2,1.7215677720
503,0.02515000,CH2,1.6195561449
504,0.02520000,CH2,1.3257022778
505,0.02525000,CH2,0.9647939943
506,0.02530000,CH2,0.5604076781
507,0.02535000,CH2,-0.0168237065
508,0.02540000,CH2,-0.5149114873
509,0.02545000,CH2,-0.8756072746
510,0.02550000,CH2,-1.1735570729
511,0.02555000,CH2,-1.3163671241
512,0.02560000,CH2,-1.5218458687
513,0.02565000,CH2,-1.5329757108
514,0.02570000,CH2,-1.5277327802
515,0.02575000,CH2,-1.3050398033
516,0.02580000,CH2,-0.9649627486
517,0.02585000,CH2,-0.4679454029
518,0.02590000,CH2,0.0383150955
519,0.02595000,CH2,0.5797163214
520,0.02600000,CH2,1.1553714762
521,0.02605000,CH2,1.4211055742
522,0.02610000,CH2,1.5601464545
523,0.02615000,CH2,1.5463168497
524,0.02620000,CH2,1.3853927939
525,0.02625000,CH2,0.9612497164
526,0.02630000,CH2,0.4635256287
527,0.02635000,CH2,-0.0096428604
528,0.02640000,CH2,-0.4342479636
529,0.02645000,CH2,-0.8402577984
530,0.02650000,CH2,-1.1962257055
531,0.02655000,CH2,-1.4370480846
532,0.02660000,CH2,-1.5405427492
533,0.02665000,CH2,-1.5639878398
534,0.02670000,CH2,-1.5075873712
535,0.02675000,CH2,-1.3548782348
536,0.02680000,CH2,-0.9895020663
537,0.02685000,CH2,-0.4875929593
538,0.02690000,CH2,0.0215371244
539,0.02695000,CH2,0.5799685017
540,0.02700000,CH2,1.0443665347
541,0.02705000,CH2,1.4509150837
542,0.02710000,CH2,1.6016142410
543,0.02715000,CH2,1.5268604210
544,0.02720000,CH2,1.3971672326
545,0.02725000,CH2,0.9085170614
546,0.02730000,CH2,0.4906449523
547,0.02735000,CH2,-0.0073421270
548,0.02740000,CH2,-0.5131253658
549,0.02745000,CH2,-0.7996852826
550,0.02750000,CH2,-1.1934117644
551,0.02755000,CH2,-1.4008860959
552,0.02760000,CH2,-1.5534699829
553,0.02765000,CH2,-1.5554182524
554,0.02770000,CH2,-1.5334770343
555,0.02775000,CH2,-1.3190032116
556,0.02780000,CH2,-0.9482718534
557,0.02785000,CH2,-0.4704238975
558,0.02790000,CH2,0.0159625512
559,0.02795000,CH2,0.6283708755
560,0.02800000,CH2,1.1149942699
561,0.02805000,CH2,1.4165793088
562,0.02810000,CH2,1.6302165257
563,0.02815000,CH2,1.5595705080
564,0.02820000,CH2,1.3473685150
565,0.02825000,CH2,1.0815238460
566,0.02830000,CH2,0.4591428707
567,0.02835000,CH2,-0.0569415406
568,0.02840000,CH2,-0.4433582311
569,0.02845000,CH2,-0.9190073829
570,0.02850000,CH2,-1.1659356791
571,0.02855000,CH2,-1.3738581922
572,0.02860000,CH2,-1.5344825106
573,0.02865000,CH2,-1.6047157610
574,0.02870000,CH2,-1.5433094449
575,0.02875000,CH2,-1.2989425298
576,0.02880000,CH2,-0.9964357911
577,0.02885000,CH2,-0.5040593866
578,0.02890000,CH2,0.0319691882
579,0.02895000,CH2,0.5777900923
580,0.02900000,CH2,1.0504835328
581,0.02905000,CH2,1.4378649431
582,0.02910000,CH2,1.6171871120
583,0.02915000,CH2,1.6088985439
584,0.02920000,CH2,1.3620472880
585,0.02925000,CH2,1.0243092168
586,0.02930000,CH2,0.5878284453
587,0.02935000,CH2,0.0266176562
588,0.02940000,CH2,-0.4424661868
589,0.02945000,CH2,-0.8307462444
590,0.02950000,CH2,-1.2355567293
591,0.02955000,CH2,-1.3630433019
592,0.02960000,CH2,-1.4849635329
593,0.02965000,CH2,-1.5439803267
594,0.02970000,CH2,-1.4748288198
595,0.02975000,CH2,-1.3192491334
596,0.02980000,CH2,-0.9709613186
597,0.02985000,CH2,-0.5435025712
598,0.02990000,CH2,0.0553255783
599,0.02995000,CH2,0.5979398343
600,0.03000000,CH2,1.1447030932
601,0.03005000,CH2,1.4867838279
602,0.03010000,CH2,1.5577014817
603,0.03015000,CH2,1.6010157413
604,0.03020000,CH2,1.3713207793
605,0.03025000,CH2,0.9908007542
606,0.03030000,CH2,0.4584227266
607,0.03035000,CH2,-0.0394018427
608,0.03040000,CH2,-0.4800031630
609,0.03045000,CH2,-0.8608169810
610,0.03050000,CH2,-1.2227682240
611,0.03055000,CH2,-1.4145865637
612,0.03060000,CH2,-1.5672534197
613,0.03065000,CH2,-1.5577393905
614,0.03070000,CH2,-1.5615110332
615,0.03075000,CH2,-1.2767395176
616,0.03080000,CH2,-0.9216952008
617,0.03085000,CH2,-0.4877622496
618,0.03090000,CH2,-0.0465314533
619,0.03095000,CH2,0.6109689552
620,0.03100000,CH2,1.0932049280
621,0.03105000,CH2,1.4493274598
622,0.03110000,CH2,1.6458984363
623,0.03115000,CH2,1.5849653511
624,0.03120000,CH2,1.3768711679
625,0.03125000,CH2,1.0491314606
626,0.03130000,CH2,0.4623660255
627,0.03135000,CH2,-0.0120513733
628,0.03140000,CH2,-0.4715698488
629,0.03145000,CH2,-0.9295652728
630,0.03150000,CH2,-1.1647416764
631,0.03155000,CH2,-1.3968152226
632,0.03160000,CH2,-1.4803650072
633,0.03165000,CH2,-1.5569184504
634,0.03170000,CH2,-1.4839321818
635,0.03175000,CH2,-1.3333562228
636,0.03180000,CH2,-0.9550845738
637,0.03185000,CH2,-0.4896606138
638,0.03190000,CH2,0.0360914583
639,0.03195000,CH2,0.5864668369
640,0.03200000,CH2,1.0738089251
641,0.03205000,CH2,1.5204417876
642,0.03210000,CH2,1.6218344614
643,0.03215000,CH2,1.5398907631
644,0.03220000,CH2,1.3903320072
645,0.03225000,CH2,0.9697106774
646,0.03230000,CH2,0.5049460563
647,0.03235000,CH2,-0.0429222797
648,0.03240000,CH2,-0.4639503559
649,0.03245000,CH2,-0.8735975052
650,0.03250000,CH2,-1.0781981926
651,0.03255000,CH2,-1.4004644592
652,0.03260000,CH2,-1.6013310239
653,0.03265000,CH2,-1.5329537692
654,0.03270000,CH2,-1.4822854886
655,0.03275000,CH2,-1.3609062067
656,0.03280000,CH2,-0.9123811391
657,0.03285000,CH2,-0.5243061400
658,0.03290000,CH2,0.0277936660
659,0.03295000,CH2,0.6544594826
660,0.03300000,CH2,1.1101646853
661,0.03305000,CH2,1.4047029964
662,0.03310000,CH2,1.5803519457
663,0.03315000,CH2,1.6301076400
664,0.03320000,CH2,1.3402230520
665,0.03325000,CH2,1.0376311191
666,0.03330000,CH2,0.4988720112
667,0.03335000,CH2,-0.0541011937
668,0.03340000,CH2,-0.5428525871
669,0.03345000,CH2,-0.8408734397
670,0.03350000,CH2,-1.2313044572
671,0.03355000,CH2,-1.3984353868
672,0.03360000,CH2,-1.5016122058
673,0.03365000,CH2,-1.5495009378
674,0.03370000,CH2,-1.3832023658
675,0.03375000,CH2,-1.2848257762
676,0.03380000,CH2,-0.9319675182
677,0.03385000,CH2,-0.4757233976
678,0.03390000,CH2,0.0646396682
679,0.03395000,CH2,0.6118746511
680,0.03400000,CH2,1.0123058364
681,0.03405000,CH2,1.4793213170
682,0.03410000,CH2,1.6045641981
683,0.03415000,CH2,1.6308838684
684,0.03420000,CH2,1.3788422138
685,0.03425000,CH2,0.9797517454
686,0.03430000,CH2,0.4016242374
687,0.03435000,CH2,0.1081625543
688,0.03440000,CH2,-0.4802593730
689,0.03445000,CH2,-0.8422138286
690,0.03450000,CH2,-1.2487286087
691,0.03455000,CH2,-1.4118419314
692,0.03460000,CH2,-1.5646652849
693,0.03465000,CH2,-1.5535775518
694,0.03470000,CH2,-1.5175611646
695,0.03475000,CH2,-1.3409291576
696,0.03480000,CH2,-0.9709372566
697,0.03485000,CH2,-0.5163636923
698,0.03490000,CH2,0.1129319835
699,0.03495000,CH2,0.6149310105
700,0.03500000,CH2,1.1098449279
701,0.03505000,CH2,1.4015745287
702,0.03510000,CH2,1.6272565078
703,0.03515000,CH2,1.6548240549
704,0.03520000,CH2,1.3439622062
705,0.03525000,CH2,0.9557534121
706,0.03530000,CH2,0.5309958129
707,0.03535000,CH2,-0.0115064231
708,0.03540000,CH2,-0.4990691482
709,0.03545000,CH2,-0.8258375681
710,0.03550000,CH2,-1.2202335913
711,0.03555000,CH2,-1.4121064524
712,0.03560000,CH2,-1.4975659875
713,0.03565000,CH2,-1.6498317599
714,0.03570000,CH2,-1.5249924451
